intercept,b13_lag,b_on,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,date,year
0.0297537626658526,-4.6387610203322,5.29503723040724,-0.698936019717668,1.85039332070778,3.2118567216162,-0.174648339149366,1.72283559917523,0.390087685211138,-2.35916008793316,-0.121085276517386,-0.165415241518103,2.2555602825231,0.35170209767917,3.53363863994861,2009-08-04,2009
0.0184572960216479,-4.61191439980521,5.3026482742516,-0.675795961010446,1.85754035302811,3.20967154871823,-0.176941839557974,1.73254054494769,0.37670614653379,-2.35906304033078,-0.140286471098995,-0.156130781385294,2.24851806551418,0.334376761484198,3.52754139934887,2009-08-05,2009
0.0400896029742214,-4.61800449353479,5.28601053001334,-0.690624834522474,1.86806308191614,3.18310419781697,-0.151093058363644,1.74952080339781,0.371864183200468,-2.38545155472211,-0.139959284666643,-0.140414667602166,2.16607269892533,0.345891012931458,3.47406295070238,2009-08-06,2009
-0.0303345949145868,-4.57321564537861,5.24754691562367,-0.666386867751529,1.88052887379509,3.11778665368292,-0.186134831609444,1.74444705854255,0.380541939320078,-2.44496785294188,-0.164503826950607,-0.126846419892865,2.14469020183319,0.338529870174169,3.45155674972357,2009-08-07,2009
-0.0142767941857063,-4.56860040432183,5.24182093952807,-0.660019254555568,1.8843091203167,3.11725873193219,-0.187373311867735,1.7431753196279,0.372760322124663,-2.45118216714873,-0.17421696778383,-0.123715937882583,2.12488222001019,0.345507365959826,3.4523980555877,2009-08-10,2009
-0.111906564018476,-4.54121575999379,5.20169025208557,-0.695914910159778,1.86176199855339,3.09772562009435,-0.125125703392403,1.72580038935128,0.352581785052016,-2.48188571772924,-0.231130619311235,-0.145046435857978,2.05964546440136,0.437511506788325,3.55432781737801,2009-08-11,2009
-0.132276579737184,-4.4787508449442,5.15701105455772,-0.750609429605327,1.83209067784307,3.09338293884557,-0.117081451872224,1.72207486980383,0.373461829796121,-2.50346360567159,-0.248860572783506,-0.119143340383036,2.06105885953098,0.370835075738031,3.570999246873,2009-08-12,2009
-0.116581581858992,-4.47333099106506,5.11448053391061,-0.726665196753989,1.79955663138918,3.1029411559055,-0.092233873084406,1.75635561464695,0.416994103935937,-2.55342805599266,-0.235092495229388,-0.142238703468744,2.06269705766868,0.343595513592082,3.58506443660701,2009-08-13,2009
-0.024877170599178,-4.46356442476631,5.10609261054237,-0.831796476494358,1.75454414827614,3.08282701513273,-0.102111935886898,1.7621144751753,0.378017156084363,-2.48661173762167,-0.258612121195097,-0.0928221177968053,2.06789376934378,0.361655547367704,3.58819382829726,2009-08-14,2009
0.0408593435783643,-4.46463192333778,5.09961703240783,-0.840940412411013,1.6872130798201,3.05175720427299,-0.124109539398228,1.8434100142983,0.347755204538751,-2.48479404026407,-0.27944213595035,-0.0988782225256185,2.06942294136277,0.3278422131716,3.60510513176065,2009-08-17,2009
0.0386746486026861,-4.46735816405491,5.09767604701335,-0.834747500454568,1.69549455457169,3.02982940170132,-0.123787576595799,1.81140963980607,0.347446440975685,-2.48429093819134,-0.27504801686033,-0.0956093524047209,2.04675601492647,0.321613534892263,3.58131164221014,2009-08-18,2009
-0.0455344248906678,-4.40247424752278,5.2026638744803,-0.814655949105931,1.83111451234939,2.8960689955998,-0.126689323206959,1.93254749054888,0.49622669093037,-2.37216884929835,-0.375230615213731,-0.202729411177248,1.95665289880086,0.378442979127731,3.56662375032525,2009-08-19,2009
-0.0497784241265772,-4.39285024154176,5.17284818814505,-0.808282633723576,1.83744905674421,2.89975594647012,-0.125157453344116,1.92988711359083,0.488722954192484,-2.37463648026989,-0.383612134358271,-0.199160988710848,1.9588944434542,0.377880930422843,3.56309879751042,2009-08-20,2009
-0.0698506301512844,-4.38285139691498,5.1518416581471,-0.816884131959832,1.80236951317851,2.90062987396506,-0.130835554128101,1.92875967643972,0.490009371129825,-2.3757909210895,-0.379586988422101,-0.194592020642955,1.95290400615809,0.374506681680264,3.55637145634382,2009-08-21,2009
-0.0791051849241565,-4.38363669057085,5.14269592126853,-0.823170758873531,1.80178203475576,2.90133685622148,-0.128059956917759,1.92913118854637,0.493547138627319,-2.37311381562396,-0.371749632288614,-0.202375326978751,1.95625500077854,0.372357186326948,3.55458619700386,2009-08-24,2009
-0.102352797662691,-4.3932113276235,5.12952500433367,-0.850051407416759,1.82804841591757,2.88141056532603,-0.145100047430816,1.92599724157453,0.485986807858726,-2.34678536007422,-0.347938980014811,-0.196379819059075,1.95367340198358,0.384103893417784,3.5472508332943,2009-08-25,2009
-0.111646990186564,-4.39742509787657,5.13081602288792,-0.847062090697563,1.83019085947088,2.88452285896304,-0.154061011157288,1.9177507502724,0.47739326047595,-2.35041562060488,-0.354866013096005,-0.191101229836183,1.95115753819736,0.372984421640416,3.55366933274355,2009-08-26,2009
-0.0940029872319601,-4.39206669254421,5.1258615826946,-0.863950296823069,1.82610053900709,2.88247191237955,-0.149441221899647,1.92462176005298,0.486957941733139,-2.34865066552355,-0.351611727780429,-0.185743719909717,1.95756811229711,0.375378871077523,3.55075981248228,2009-08-27,2009
-0.0836641001112931,-4.39728959359525,5.11685385650846,-0.867521442544695,1.83063129271708,2.87300764140264,-0.149602859558155,1.92319940879712,0.494942382967333,-2.34741020871279,-0.355540696871109,-0.181036116635554,1.95141535905675,0.365698059123889,3.54317618579101,2009-08-28,2009
-0.0581706461112235,-4.39896758034185,5.09441319150825,-0.884570666328462,1.82796907255443,2.88160430029383,-0.162576630110088,1.93453363115481,0.488681056033516,-2.3485933438163,-0.350761454211329,-0.172232899795295,1.95515696755846,0.375877671485371,3.53805553350044,2009-08-31,2009
-0.0617024077936314,-4.38790741919444,5.11882184663206,-0.858285911225831,1.80994802328595,2.8544486291445,-0.267283048679003,1.92833989218595,0.492265029995124,-2.35698898461917,-0.34040301131663,-0.174500377294212,1.96381352225581,0.383792802174276,3.51775987670123,2009-09-01,2009
-0.0427729155803806,-4.37451054813551,5.16316460799836,-0.850740221276197,1.80229387129396,2.83170224097773,-0.293907500846727,1.98956809487307,0.502470113364883,-2.33538217819994,-0.334390589917505,-0.17312102714468,1.96153008639186,0.376735311469299,3.52707707460848,2009-09-02,2009
0.02125656484948,-4.40176597032248,5.18528954944546,-0.821910543882722,1.7975956772546,2.86553234241365,-0.28597620830708,1.99166278893658,0.505205666196604,-2.33428115528443,-0.315936415802209,-0.171737161298763,1.97323922830874,0.37213835394151,3.55055796384443,2009-09-03,2009
0.0241590694758916,-4.39649679868986,5.18663415584466,-0.821739973203914,1.80350912522826,2.86755532167213,-0.291120877614644,2.00262574628686,0.51524449938378,-2.33194557521229,-0.308300584653243,-0.176550493449478,1.97508350655876,0.372752369464366,3.54880403393296,2009-09-04,2009
0.0211395516138742,-4.3972674238785,5.18392671360799,-0.821518633366979,1.79989084634398,2.86656577184039,-0.28785817458085,2.01236159680093,0.515424679997243,-2.33425812220462,-0.30977730361988,-0.175028026115051,1.97413367186756,0.371072885285824,3.54818611694444,2009-09-08,2009
0.00415730056054626,-4.40636450933235,5.21736621273565,-0.82069042366078,1.80499282601819,2.89836572466124,-0.257152540044321,1.95731538531611,0.506526747891378,-2.33316804617473,-0.337606835877106,-0.149870516765062,1.96528305514407,0.401876722920114,3.56610264086476,2009-09-09,2009
0.0589123766059852,-4.37634966897088,5.23417943588573,-0.844159154764435,1.76343479794957,2.90393184346833,-0.320146616179518,1.99339765154622,0.528949775039116,-2.30867465324686,-0.292294510337832,-0.144691076975159,2.00603124438849,0.401083016733414,3.5954050693092,2009-09-10,2009
0.0588307930473175,-4.38691688790854,5.23449723812469,-0.847383355894,1.77755102203831,2.90073192441516,-0.312813264061373,1.98895808399549,0.535507867857727,-2.30203779587659,-0.294855066991784,-0.13686006050977,2.00905426655983,0.399987038719544,3.59217424197339,2009-09-11,2009
0.0640999608192127,-4.39159628898622,5.22965825830471,-0.847429589958276,1.77700207150921,2.91282925493888,-0.316363702767733,1.98410383533676,0.545292736262197,-2.30243530654942,-0.291898278754326,-0.136197539086472,2.02227198464553,0.397285450817443,3.59639249758028,2009-09-14,2009
0.0559824694702494,-4.40367593984373,5.23101616174255,-0.847676271814615,1.78785887257937,2.90659344197025,-0.288590515406315,1.96202947324482,0.53993187371475,-2.31755745423015,-0.303191425432107,-0.147597785186871,2.01420853693633,0.409111779959752,3.58051408505492,2009-09-15,2009
