intercept,r13_lag,r_on,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,date,year
-0.520365263067033,-3.42545439833684,4.78284269118472,-1.21506300863448,0.113265002272738,3.8277878795011,-0.300107655914658,1.54185668829137,0.8814047125392,-2.46920630746785,0.287287307879029,0.70652222573854,1.17153200064914,1.08219309149207,2.52241806594515,2009-08-04,2009
-0.536684424019751,-3.4376365746216,4.79108979845156,-1.19588650871086,0.115906700324532,3.83738593377351,-0.294664074184141,1.55404042264769,0.874809336414726,-2.47190815719912,0.268645656729577,0.717423951332382,1.17345300299893,1.06846500470885,2.522212007577,2009-08-05,2009
-0.547505353640452,-3.43687639671056,4.79840827509624,-1.18736899289188,0.118059133186914,3.83732230759915,-0.303963368376834,1.56717185235076,0.880064810076661,-2.48058878725524,0.264520651749934,0.721818417120359,1.17792202113195,1.07002168952609,2.52068141575507,2009-08-06,2009
-0.575580376786702,-3.43588472607869,4.78262424503008,-1.17791584142729,0.121998583168662,3.81469103343039,-0.309191787879098,1.57328291478824,0.886536510120226,-2.49710350935247,0.253337772309695,0.723919237515725,1.18015854742996,1.08140131940816,2.51980888618565,2009-08-07,2009
-0.56403775725002,-3.43964565447639,4.78436507518698,-1.1749357913617,0.121827140140732,3.81548671973437,-0.316609897212103,1.5698252152974,0.880924580035121,-2.50462573373958,0.249403455911338,0.727857551380702,1.17755787237888,1.08468245226493,2.52441456621816,2009-08-10,2009
-0.580952518412454,-3.44771999012723,4.79686909734054,-1.17336339192226,0.134917306168994,3.82079166590557,-0.316660496246856,1.56920555772598,0.879960743558913,-2.50022233122414,0.253362759368405,0.718958398467598,1.16847078437685,1.08317668770834,2.52523730872567,2009-08-11,2009
-0.611115952228432,-3.43881926844646,4.77899844924553,-1.25884065518028,0.119473439276264,3.82453674767672,-0.303427814858145,1.56942131005922,0.895499074406108,-2.49885683968461,0.233579427053443,0.753319949758997,1.18821009041743,1.03152882049062,2.53938781229783,2009-08-12,2009
-0.616278274548711,-3.44153281878028,4.78356393095374,-1.25682180907716,0.116500853872156,3.8280685873057,-0.301764920069155,1.57053866827072,0.896589443413058,-2.50470820962176,0.233854272948104,0.754302691685973,1.18984831306474,1.03241196634364,2.5405119400065,2009-08-13,2009
-0.568648256356936,-3.42753302180846,4.75758501106193,-1.32547429451663,0.0852814251615143,3.8312319750371,-0.329237646692644,1.55956008492202,0.90621885025849,-2.46492820576449,0.234471979834298,0.775688734834245,1.18676594074947,1.04461722510871,2.54783827568799,2009-08-14,2009
-0.547702468675866,-3.41468909503954,4.737720775196,-1.32947506495358,0.072586781825889,3.82782192286273,-0.329660269825167,1.57194738374588,0.90801204647664,-2.47620310716653,0.229548021582004,0.784032806372264,1.18330537133199,1.03463396379945,2.54576495686768,2009-08-17,2009
