"date","r13_lag","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13"
2007-04-24,NA,-0.000742490718866118,-0.00378276141583356,0.000203417412530493,0.00176259236661935,0.000338363673275888,0.00223244486537699,-0.00114748565642941,-0.000743343695093879,0.00135253939270963,0.00121564125075979,-0.000809443507588603,6.75082697629836e-05,-0.000675037127041977
2007-04-25,-0.000675037127041977,-0.00121024675586623,-0.001077078424773,-0.000134779971696086,0.00134798139785652,0.00208655852460127,-0.000604513702310627,6.72088177970931e-05,0.000604838709677313,0.0011417825240112,0.000805044948342992,0.00100549671537742,0.0015402129511819,-0.000668627975394465
2007-04-26,-0.000668627975394465,-0.00194018866662204,0.000536264914867912,0.0020769127696636,-0.000936016580865062,-0.000535367730710168,0.000535654502845651,-0.000133841932677625,-0.000736229168060931,0.000267916945746682,0.00147314852015534,0.000534902380315394,0.00033413525795245,-0.00200414189324616
2007-04-27,-0.00200414189324616,0.00093978653420157,0.00107303333109776,-0.00147383935151069,0.000805098960080297,0.00120667694576659,-0.000669568128557008,0.000335008375209389,0.00100468854655045,0.000267648042823865,0.000468258746404437,0.000468039582776081,-0.00140346187261919,-0.000133850890108311
2007-04-30,-0.000133850890108311,-0.00133743480005344,0.00120530333467261,0.00107009095773147,-0.000400855157669744,-0.00160406362785726,0.00120498058642382,-0.000267451190157697,0.000200642054574596,-0.000267469073888416,-0.00147147348003474,-0.00207649541161503,-0.0013424620754463,-0.00369673343191301
2007-05-01,-0.00369673343191301,-0.0023553162853297,-0.00317032040472176,0.00304506699147367,-0.000337313634216962,-0.000742340396814756,0,-0.000202606875126632,-0.000540394487976159,0.00202757502027562,0.00101173613921501,0.00128023718078296,-0.00127860026917903,0.00134761808503492
2007-05-02,0.00134761808503492,0.00255393507628199,0.00147482737815907,0.00220898319834006,-0.000868287469943829,-0.000200548164984271,0.000936079165552162,-0.000400801603206435,0.00086875167067646,6.67690458702186e-05,0.000867939644812354,-0.000867186978853907,-0.000400587528375018,-0.000601122094576523
2007-05-03,-0.000601122094576523,-0.000133360005334482,6.66888962987944e-05,0.00253400906908507,-0.000465611281096123,-0.000199640646835753,-0.00199680511182121,0.00120048019207686,-0.000532907007727235,0.00079978672354053,0.000665956313265825,0.000598961799547437,-0.000199534419687453,-0.000399148483235745
2007-05-04,-0.000399148483235745,6.63305916690504e-05,0.00159182861311913,-0.00019866234024235,-0.00119221088885935,-0.00039787798408486,-0.00245455751625323,0.00126354991022137,0,-0.000797024442082961,0.00026588673225203,0,0.00119617224880386,-6.63746183459102e-05
2007-05-07,-6.63746183459102e-05,0.00145859577007235,-0.000331016219794811,-6.62251655628721e-05,0,-0.000132459103251992,0.000331191627475746,-0.000264865580717921,-0.000264935753079842,0.000331257453292766,0.000264918206503761,-6.62120108586572e-05,-0.000264865580717921,-0.000132467876539866
2007-05-08,-0.000132467876539866,-0.000664495979799451,-0.000332468914156392,0.000332579486497231,-0.000398962696987692,-0.000133040643916837,0.000399175038254374,0.0021280840593203,0,-0.000199084212621936,0.00112836851188125,-0.00112709673141953,0.00126111774857285,6.62910175672771e-05
2007-05-09,6.62910175672771e-05,0.000265604249668039,0.00112851832182703,-0.000663086002254509,0.000796231172450534,-0.000729297885036173,0.00139331210191096,0.000927582322931109,-0.000198583438141275,-0.000595868644067798,-0.000397482610135835,0.00278348465769773,0.00112352124776938,-0.000660153155532028
2007-05-10,-0.000660153155532028,0.000198991775006707,0.000397904370316393,0.000265164070268442,-0.00364503943269923,-0.00246108820007984,0.000400080016003113,-0.000333266679997446,-0.00100013335111337,-0.000266969231796144,0.00153548300954687,-0.00126649780029331,-0.00120136154308226,-0.00213832275309045
2007-05-11,-0.00213832275309045,0.000467414529914612,0.00140158846692895,0.00279925353239152,6.64628472684115e-05,-0.000465209011763057,-0.000465425531914865,0.000332601609791761,0.000664982045484708,-0.00112971823498131,-0.000332645865211978,0.000465859177426031,0.00106432515133381,0.00212638713535784
2007-05-14,0.00212638713535784,0.00178985747431226,-0.0026469031233457,0.00112791932059442,-0.00112664855192512,0.000398089171974592,0,0.000729539726754158,-0.000795281330770559,-0.0027193738807455,-0.000399042298483643,-0.000665335994677441,0.00106524633821592,0.00126363394519813
2007-05-15,0.00126363394519813,0.000730169266511593,0.00424515786680835,-0.00198150594451796,0.000397088021178105,0.00152156655199787,0.000396327366404714,-0.000792340706503691,0.000132161501354533,-0.00185001651800465,-0.00152247302574959,-0.00185627154600898,-0.000265674814027617,-0.000930108955620623
2007-05-16,-0.000930108955620623,0.00072949134557998,0.000463883366467854,-0.00205338809034905,-0.000265498473383752,0.00185898287080066,-0.00112657388999349,0.00112784449014813,-0.000662690523525522,0.00139257294429695,0.00145685716177746,0.000132248892415587,0.000264462809917321,0.00211514310265071
2007-05-17,0.00211514310265071,-0.00112285336856022,0.00145473781657079,0.000396170353252012,-0.00052801795261026,0.000264148451429636,0,-0.000990295107942241,0.000726936293946601,6.60371128573534e-05,0.00151875330163764,0.000857124019252531,-0.000527009222661468,-0.00184550487740576
2007-05-18,-0.00184550487740576,0.000131648235913717,0.00177701724364887,-0.000788384468826009,0,-0.000394503254651846,0.00144708281260275,0.000656814449917942,-0.000459468329504387,0.000197005516154425,0.000328277854376058,-0.0010501443948544,0.00026281208935619,0.00170782974251171
2007-05-21,0.00170782974251171,0.000393313667649942,6.55265054714249e-05,0.0016380553007469,-0.000327075292732459,0.000196309383588611,0.00157016683022571,-0.000457247370827529,0.000392105607110116,-0.000653253200940784,0.000196104065890879,6.53552055422946e-05,-0.00307149392236306,0.00104883644706644
2007-05-22,0.00104883644706644,-0.000654921736852443,0.000851956222557071,-0.000327396542692537,0.000327503766293313,-0.00150602409638545,0.0010492491310905,0.00189977071732716,-0.000457695828429361,0.000654150585464697,0.0001961168856639,-0.000196078431372593,-0.00124207360920436,-0.00117816468124099
2007-05-23,-0.00117816468124099,0.00137290794979061,0.000914017105177356,0.000456591220403091,-0.000456382840005154,-0.000782727806405314,0.000718062536719133,0,0.000587084148727879,-0.00156463915509475,-0.00411361410381972,0.00229478101232616,-0.000784980702557725,-0.00242225859247136
2007-05-24,-0.00242225859247136,0.000589931830099699,0.0014412053717654,-0.00549486491790407,-0.00243373018483195,0.0021099828563893,-0.00190814580865895,-0.000922934933087149,0.000659848234905835,0.000329706561160492,-0.00210942649967039,-0.00191570881226044,-0.000529485736978086,0
2007-05-25,0,0.00019807209824374,0.000792131493827952,0.00151705032649563,-0.00105374077976816,0.000395569620253111,-0.00303150125214191,0.000661025912215729,0.00165147311401781,-0.000527600079139878,-0.000131969646981256,0.00138586418530995,-0.000131804402267122,0.00092275243870299
2007-05-29,0.00092275243870299,0.00263227165043434,-0.000918876345497588,0.000459860727893835,0.000196992579946098,-0.0022321428571429,-0.00131596262666134,0.00112004216629313,-0.00184271141822967,0,-0.000263730467462198,0.000857350128602441,0.000856615709014186,0.00125090526038596
2007-05-30,0.00125090526038596,0.00257578759659216,0.000922266139657291,-0.000197446360405418,0.00151405437430041,-0.000262915735506741,0.00262984878369488,-0.000918032786885181,0.000590706222105331,-0.00072154804854041,0.00196927924379664,0.00235849056603787,-0.000130718954248432,0.00254935285658275
2007-05-31,0.00254935285658275,0.000520663846404146,-0.00123593312951276,0.000976944118796341,-0.00240744355520861,0.000913122880250583,0.00143359833181278,-0.000390421655387829,-0.00240854055461537,0.000848287112561241,0.00117355587429913,-0.00052096900234444,-0.000456085483450552,-0.000391108793429407
2007-06-04,-0.000391108793429407,0.00143266475644688,0.000910391468331273,-0.000844594594594517,0.000780284803953535,0.000129946072380038,0.000714610537257077,6.49182030643125e-05,-0.000714053878610899,0,6.49603741715854e-05,0.000129912309191349,0.00181853607845683,-6.48298217179599e-05
