intercept,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r_on,r13_lag,R2,adjR2
-7.64E-05,-0.035917179,0.171048161,0.244056133,0.01328402,0.133377992,0.011654469,-0.286151868,-0.01330221,-0.042372867,0.168592402,0.04222934,0.178092983,0.17251488,-0.195732176,0.220806638,0.189187197
-8.61E-05,-0.043409216,0.171836683,0.247523913,0.017031961,0.134049366,0.017020653,-0.274977222,-0.007698741,-0.046164337,0.176899543,0.040225086,0.175898748,0.170194246,-0.198482739,0.219968673,0.188315228
-9.39E-05,-0.043718055,0.173330455,0.247475809,0.016550057,0.134634178,0.017173316,-0.27453022,-0.008189346,-0.046077508,0.178056986,0.040746623,0.176044714,0.170174277,-0.198858385,0.221003912,0.189392477
-8.72E-05,-0.043441176,0.172475823,0.247733243,0.015385862,0.134380912,0.017033317,-0.27233079,-0.005908636,-0.046378107,0.178014961,0.040688072,0.176647022,0.170473026,-0.19831839,0.221030451,0.189420093
-0.000113253,-0.043302077,0.173657127,0.245713807,0.005015815,0.13821311,0.016514774,-0.278355829,-0.002523956,-0.046323874,0.180763872,0.043104105,0.177754707,0.169032617,-0.197680086,0.221288755,0.189688879
-9.97E-05,-0.04529349,0.1732069,0.251183283,-0.001398396,0.143159058,0.020819622,-0.269618504,0.004605411,-0.04793655,0.181301109,0.04650766,0.179601817,0.169262507,-0.198780004,0.222686345,0.191143182
-8.45E-05,-0.04651336,0.169681624,0.254783587,-0.007988211,0.151331764,0.027353362,-0.266402869,0.006576648,-0.045766794,0.196125969,0.053720282,0.17566897,0.168875204,-0.196352711,0.221636028,0.190050244
-8.63E-05,-0.042073794,0.170207565,0.254764567,-0.000600392,0.151807272,0.026153064,-0.267703252,0.001094863,-0.045884879,0.197664804,0.054727556,0.174775477,0.168856346,-0.197558395,0.221163989,0.18955905
-0.000107641,-0.041025029,0.169974524,0.255409231,0.00892226,0.150869675,0.024528268,-0.251183014,0.010647544,-0.037870579,0.195112298,0.054431426,0.174234111,0.169047786,-0.197475046,0.218067855,0.186337276
-0.000101743,-0.039930965,0.171588571,0.256508083,0.008089677,0.153135575,0.024327355,-0.252185763,0.008617097,-0.037161561,0.196496917,0.056086281,0.174372438,0.170194251,-0.197852455,0.224167199,0.192684129
-0.000101846,-0.040249506,0.172127784,0.256414182,0.007984737,0.152889644,0.023400226,-0.252862453,0.006599266,-0.035721774,0.196792223,0.056911849,0.17459754,0.170349618,-0.198547065,0.226661989,0.195280157
-7.15E-05,-0.026528598,0.175706,0.256873643,0.015147121,0.149640208,0.01220536,-0.2655743,-0.020964069,-0.035906578,0.188331161,0.044508449,0.182408325,0.173987998,-0.201391099,0.229045976,0.197760885
-7.94E-05,-0.026891992,0.173824031,0.258380525,0.01190412,0.151470836,0.01284554,-0.265802444,-0.01643938,-0.037384173,0.18838299,0.043314691,0.183543282,0.173961157,-0.200681385,0.229747568,0.198490948
-9.30E-05,-0.026576036,0.17467426,0.259950908,0.014746387,0.149987467,0.013439363,-0.264137051,-0.016930151,-0.036723514,0.188657499,0.04350317,0.184260518,0.173995024,-0.201578227,0.230397493,0.199167246
-8.69E-05,-0.029575308,0.174383048,0.255538271,0.010929333,0.154212574,0.017197462,-0.268819083,-0.00990088,-0.044310927,0.190629369,0.038569361,0.184930234,0.169782562,-0.202566746,0.229244884,0.197967865
-0.000139997,-0.024163387,0.165707227,0.255558383,-0.003108028,0.153970226,0.02482382,-0.288810523,-0.018190483,-0.052474779,0.188559033,0.032681782,0.184222683,0.16809579,-0.20220484,0.226124534,0.194720892
-0.000144254,-0.024086986,0.165516585,0.25612782,-0.002628541,0.153702175,0.024843276,-0.289210482,-0.018378691,-0.053181726,0.188841578,0.032915347,0.184053128,0.168139686,-0.20260565,0.226990519,0.195622018
-0.000198654,-0.03507163,0.170994635,0.243728438,-0.015892531,0.158110978,0.013706783,-0.274390795,-0.002787308,-0.050680817,0.183416574,0.036802419,0.184226501,0.160776782,-0.207701142,0.222561631,0.191013407
-0.000198903,-0.036622288,0.166448314,0.247659877,-0.020061138,0.162338525,0.02167129,-0.285135584,-0.007321538,-0.043932965,0.18836948,0.037553843,0.182603542,0.161538309,-0.207049186,0.224404027,0.192930567
-0.000182182,-0.041516821,0.160063747,0.252001852,-0.017797904,0.151738884,0.018684411,-0.277465022,-0.011551999,-0.037098862,0.187601784,0.040369654,0.186038551,0.159021352,-0.205020313,0.220959512,0.189346275
-0.000183911,-0.041341343,0.160071425,0.252088854,-0.017741742,0.151993809,0.018576414,-0.277522299,-0.011017486,-0.037157575,0.187531406,0.040132628,0.185882349,0.159173991,-0.205157281,0.221384026,0.189788015
-0.00015284,-0.040148114,0.155744198,0.255362055,-0.01413887,0.153771487,0.020480987,-0.271957589,-0.011777936,-0.037513127,0.184364241,0.037550415,0.186310474,0.160552471,-0.205334691,0.220597811,0.188969896
-0.000145767,-0.036456711,0.154767209,0.254679629,-0.01717425,0.156019799,0.0208688,-0.273039708,-0.012570915,-0.036545779,0.18304012,0.038331973,0.186613921,0.162663103,-0.203054556,0.220799212,0.18917947
