intercept,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r_on,r13_lag,R2,adjR2
0.000384458,0.030416951,-0.106989962,-0.165977389,-0.105261968,0.314637082,0.238744417,0.072742895,-0.187321233,0.001275346,-0.015932666,-0.119582711,-0.0230346,0.058871004,-0.151376431,0.138885493,0.103941716
0.00037902,0.028724626,-0.098002194,-0.155675006,-0.108248121,0.297529546,0.244758354,0.055739602,-0.192307858,-0.003772674,-9.11E-05,-0.110164926,-0.019831702,0.064059605,-0.14526512,0.131368621,0.096119811
0.000353641,0.024944828,-0.085173079,-0.16709565,-0.119793801,0.309414212,0.257069643,0.084368527,-0.219943103,0.002564005,-0.003731558,-0.115067222,-0.018004719,0.074399804,-0.141270175,0.147791507,0.113209134
0.000384272,0.047240951,-0.093477489,-0.148889175,-0.096807542,0.316443005,0.248284542,0.064981836,-0.230060422,0.025988183,-0.011867653,-0.128411252,-0.027610882,0.068689929,-0.161221926,0.152122148,0.117715511
0.000403525,0.05782333,-0.091243292,-0.151860996,-0.099736495,0.329079841,0.227297336,0.077541349,-0.246035402,0.025713201,-0.008099564,-0.156333619,-0.033597904,0.068516874,-0.171310166,0.159781066,0.125685225
0.000419435,0.050802643,-0.088606209,-0.15814044,-0.089462802,0.336720894,0.209919591,0.063458935,-0.242781084,0.029794946,8.30E-05,-0.16021885,-0.024357189,0.066674294,-0.17664044,0.158014707,0.123847188
0.000384451,0.0641022,-0.082771456,-0.14669082,-0.095084472,0.32497495,0.194245438,0.085988182,-0.239245865,0.02753241,0.019301227,-0.151473757,-0.011030505,0.062260065,-0.184076152,0.154713284,0.120411794
0.000387361,0.05941931,-0.076193358,-0.143588947,-0.091659104,0.322208169,0.190915222,0.08909825,-0.242433238,0.034652812,0.004768619,-0.171699692,-0.035620805,0.066033631,-0.195147174,0.160066567,0.125982312
0.000380734,0.064650864,-0.080406254,-0.12759549,-0.094454467,0.326456396,0.193366851,0.108758898,-0.237613466,0.051965211,-0.009324616,-0.17930596,-0.046492967,0.06438373,-0.19888018,0.163592381,0.129651202
0.000339598,0.074017656,-0.100405944,-0.132674979,-0.093058977,0.326620539,0.202073654,0.110415652,-0.248106063,0.074076036,0.021717386,-0.184928883,-0.002287375,0.066983493,-0.188331775,0.166763999,0.132951524
0.000341773,0.074134423,-0.105009969,-0.131966182,-0.089668847,0.335260714,0.202411969,0.111272201,-0.251595046,0.075994199,0.024053976,-0.182556587,0.000488139,0.066973175,-0.193982022,0.167706095,0.13393185
0.000287774,0.088921167,-0.0985599,-0.14258381,-0.067733797,0.329802961,0.21955034,0.09920425,-0.257385058,0.099568322,0.072877393,-0.175265038,0.031441523,0.066368928,-0.190586757,0.174369881,0.14086605
0.000287257,0.088756508,-0.09869235,-0.142443937,-0.068682084,0.328944235,0.220101301,0.098642648,-0.256659244,0.101291124,0.072851711,-0.176079099,0.032193441,0.067199011,-0.188921917,0.174075456,0.140559678
0.000278074,0.088158565,-0.098721902,-0.135117203,-0.072142539,0.324266439,0.220620799,0.093353587,-0.258606597,0.107867983,0.075037513,-0.172014436,0.039153213,0.067627734,-0.189419363,0.17303244,0.139474336
0.000272018,0.0895682,-0.094278784,-0.133655327,-0.070056521,0.322555905,0.221173026,0.103993551,-0.257760799,0.09726216,0.078939741,-0.17354399,0.038460568,0.066938098,-0.189436522,0.172658488,0.139085209
0.000233262,0.091717342,-0.103342527,-0.135449601,-0.085794841,0.316097054,0.229621954,0.111771455,-0.246055775,0.100615933,0.071504797,-0.155858247,0.039056504,0.063719066,-0.197021791,0.173274856,0.13972659
0.000243732,0.095406885,-0.100096078,-0.134766022,-0.083427411,0.315297402,0.227773532,0.113803546,-0.252875731,0.107094561,0.075764277,-0.156754627,0.041610298,0.064020593,-0.192199336,0.174186914,0.140675659
0.00025951,0.101960162,-0.099231491,-0.14337673,-0.087191991,0.322966882,0.220604459,0.116462797,-0.25016045,0.102015687,0.073973586,-0.152659993,0.042656776,0.061664281,-0.189537139,0.172864177,0.139299245
0.000235338,0.111207509,-0.110435499,-0.154873942,-0.083336692,0.323034986,0.20845472,0.125380069,-0.255391793,0.093048491,0.098707669,-0.150299179,0.054960082,0.061477904,-0.191335931,0.178707101,0.145379273
0.000236664,0.11281565,-0.114641822,-0.155536034,-0.083882749,0.324202163,0.209024005,0.127771765,-0.259412747,0.092188872,0.100706825,-0.14837816,0.050491982,0.061701786,-0.189040571,0.179000845,0.145684937
0.000238288,0.113339649,-0.113865309,-0.152821628,-0.082031347,0.321582363,0.215898028,0.127032313,-0.25982393,0.098835124,0.099894232,-0.148336983,0.046722595,0.062446678,-0.188992865,0.178896653,0.145576518
0.000246083,0.11678831,-0.125049439,-0.163605668,-0.072568285,0.333301615,0.203090543,0.127779036,-0.246669112,0.100107167,0.090831655,-0.161610691,0.043233363,0.064650868,-0.187277264,0.180962114,0.147725794
0.000261604,0.109722961,-0.121440613,-0.160791859,-0.0710367,0.330870293,0.19896961,0.127800809,-0.248010216,0.098990392,0.09198342,-0.160936549,0.04012889,0.063976995,-0.182201417,0.174844999,0.141360449
0.000261116,0.111321464,-0.120829242,-0.161522926,-0.069848095,0.333340815,0.194872076,0.12866504,-0.249071359,0.09839922,0.095107433,-0.161870572,0.037904789,0.064791814,-0.180464354,0.175106012,0.141632054
0.000243265,0.109067856,-0.118754746,-0.164127186,-0.070316147,0.329544762,0.20350777,0.13279347,-0.243589378,0.103070875,0.099574528,-0.160696447,0.041013887,0.065240688,-0.182514043,0.17486464,0.141380886
0.000233038,0.110212589,-0.115103599,-0.163770307,-0.070812746,0.32890388,0.203273537,0.129131032,-0.242206773,0.102858878,0.097640016,-0.159945446,0.041755708,0.066132012,-0.181667731,0.173622311,0.140088144
0.000207919,0.119589522,-0.105760189,-0.163915308,-0.074833665,0.327340695,0.219539912,0.127704743,-0.255030665,0.068518909,0.088531245,-0.159873523,0.047461051,0.067373134,-0.181525785,0.177337997,0.143954611
0.000183006,0.126963222,-0.110754795,-0.159749383,-0.075211038,0.358576078,0.25777187,0.106683206,-0.247837003,0.045770252,0.085236053,-0.168309816,0.050404734,0.06262287,-0.184473334,0.184971045,0.151897406
0.000200143,0.116012613,-0.105923119,-0.165802762,-0.075238168,0.361635127,0.247808541,0.110384632,-0.246103892,0.035853983,0.078874278,-0.169873257,0.043768971,0.061640364,-0.183380429,0.181532158,0.14831897
0.000184233,0.110680182,-0.100785042,-0.130878766,-0.089257204,0.358374744,0.245103738,0.098612256,-0.236598444,0.010963733,0.073057778,-0.187892711,0.034246696,0.05491604,-0.177431129,0.169874753,0.136188511
0.000157597,0.106337743,-0.1006677,-0.12475428,-0.094241112,0.366495733,0.239108279,0.090496095,-0.237528167,-0.008704675,0.070121998,-0.185789532,0.046711114,0.058243086,-0.187138513,0.172783774,0.139215579
0.000133278,0.101180939,-0.103289761,-0.113676967,-0.123604829,0.383627588,0.208706349,0.085065302,-0.256848828,-0.034130381,0.070469985,-0.167555468,0.038318099,0.062751031,-0.184659138,0.176165009,0.142734024
0.000137935,0.107516325,-0.095295295,-0.11494679,-0.125997919,0.380364291,0.215872344,0.081296733,-0.26099805,-0.060514251,0.059135902,-0.155472165,0.041929238,0.062795018,-0.181526788,0.176391476,0.142969681
0.000164597,0.110090125,-0.099932771,-0.116091036,-0.117598516,0.376114277,0.237440634,0.066901879,-0.266202302,-0.083984388,0.049645127,-0.143790738,0.047204618,0.065121292,-0.188343941,0.181513346,0.148299395
0.000155436,0.123581166,-0.105468011,-0.109609828,-0.123630715,0.373983912,0.236584557,0.069602671,-0.269865396,-0.087090038,0.053054189,-0.141135015,0.078643308,0.057571509,-0.174352986,0.181207079,0.147980699
0.00017134,0.121381215,-0.103867239,-0.113327522,-0.12725538,0.369585952,0.242317784,0.061383494,-0.265956132,-0.093363414,0.050006916,-0.135909968,0.082268578,0.057503357,-0.168616618,0.176089249,0.142655189
0.000191799,0.11509768,-0.107247791,-0.115063895,-0.134826472,0.378082622,0.247517205,0.064708468,-0.269540985,-0.095821591,0.048794081,-0.135314044,0.073567598,0.058768709,-0.169609836,0.176044277,0.142608393
0.000204922,0.116551039,-0.103004553,-0.118217122,-0.134643775,0.379522743,0.255525613,0.071598555,-0.279095421,-0.104498502,0.049840037,-0.135164649,0.082170514,0.056838231,-0.16773721,0.177833071,0.144469775
0.00019818,0.114632832,-0.103142017,-0.114347915,-0.134917237,0.374744041,0.250605129,0.07378095,-0.275446879,-0.101637741,0.051700419,-0.136783617,0.082866021,0.055405218,-0.168072797,0.173573985,0.140037857
0.000211157,0.114750389,-0.100367667,-0.113733455,-0.135137725,0.373633154,0.248199713,0.071059785,-0.276485582,-0.117882531,0.043024865,-0.129965451,0.080471191,0.054924937,-0.170073152,0.173579415,0.140043507
0.00025254,0.107512791,-0.106104907,-0.080915004,-0.130852164,0.384485193,0.249278295,0.083223856,-0.273230507,-0.111473721,0.076507751,-0.15865884,0.087403799,0.05164416,-0.171466535,0.174115687,0.140601541
0.000257435,0.096846213,-0.105182642,-0.079018566,-0.13400462,0.379659317,0.251843745,0.076937824,-0.279761059,-0.115645609,0.074809071,-0.157679847,0.084803022,0.050623746,-0.167366148,0.172551678,0.138974065
0.000262816,0.096314051,-0.105729628,-0.068601781,-0.138196147,0.377406528,0.256537049,0.076350699,-0.281381203,-0.118450116,0.068416051,-0.156583577,0.089170069,0.050379095,-0.16614251,0.173274025,0.139725725
0.000278095,0.100509271,-0.104282193,-0.067227719,-0.12958884,0.367631478,0.254429905,0.083015626,-0.278575364,-0.097586883,0.067895107,-0.157600951,0.096675784,0.047873116,-0.164924916,0.169596043,0.135898491
0.000271738,0.098764949,-0.100474307,-0.070820979,-0.132471533,0.374023776,0.254947503,0.085573841,-0.275454749,-0.085500469,0.065895747,-0.168419883,0.096983569,0.048432444,-0.165060088,0.170962421,0.137320316
0.000245355,0.10142953,-0.106006074,-0.083198246,-0.132242081,0.373233655,0.222490594,0.098809058,-0.262243557,-0.08357975,0.062790576,-0.152870729,0.059564094,0.052533842,-0.168007738,0.163741745,0.129806627
0.000255528,0.099089006,-0.101227742,-0.081415356,-0.135858557,0.371831197,0.224183693,0.093698529,-0.24813035,-0.075822443,0.057521029,-0.152112661,0.056264236,0.052530847,-0.165295771,0.156499598,0.122270596
0.000266705,0.096898168,-0.099040945,-0.078576793,-0.134132058,0.368721836,0.224793737,0.094222177,-0.251281984,-0.074786325,0.055677107,-0.151990586,0.056889818,0.050803454,-0.166288172,0.155290757,0.1210127
0.000249535,0.101552038,-0.098315411,-0.076073175,-0.135418137,0.365519996,0.220698982,0.098847633,-0.245151807,-0.076759471,0.053285704,-0.151082692,0.053581867,0.049481461,-0.166386477,0.153510619,0.119160326
0.000252474,0.102467208,-0.100086985,-0.079202773,-0.133342685,0.359702468,0.219620952,0.100690702,-0.240419505,-0.081536347,0.052841604,-0.150657587,0.052778332,0.050160726,-0.166310921,0.151402734,0.116966903
0.00023573,0.098320722,-0.095491982,-0.07244626,-0.112528815,0.361454425,0.216450657,0.111865919,-0.240890989,-0.090633092,0.035507209,-0.162709857,0.056950623,0.051033822,-0.16435058,0.151356498,0.116918791
0.00021928,0.091744643,-0.099779957,-0.083498766,-0.105736034,0.357436997,0.21546705,0.105151033,-0.230334334,-0.077910945,0.02348685,-0.165347467,0.043287109,0.055507393,-0.159668947,0.146984007,0.112368865
0.000210454,0.091597067,-0.102133271,-0.086606371,-0.105354657,0.361930424,0.21629961,0.097351708,-0.239801632,-0.086075473,0.018985376,-0.164166888,0.039570948,0.053652387,-0.157548461,0.147150633,0.112542253
0.000274446,0.070601747,-0.109337509,-0.127248494,-0.050869452,0.338739041,0.186924354,0.100230327,-0.226461252,0.059286819,-0.003302896,-0.146469003,0.103682871,0.0538369,-0.161353686,0.144868521,0.110167533
0.00029067,0.06903115,-0.102543226,-0.118408591,-0.067440182,0.337858986,0.152594026,0.105452645,-0.231017155,0.074521517,-0.000317925,-0.178848493,0.087687735,0.059299001,-0.178045045,0.149467802,0.114953452
0.000299333,0.069483554,-0.099699039,-0.116635787,-0.070985294,0.349264454,0.149497269,0.103876921,-0.232128059,0.076326099,-0.013325589,-0.171503277,0.073239024,0.056641984,-0.17841226,0.149683523,0.115177927
0.000315757,0.073846219,-0.105040928,-0.127392455,-0.074902625,0.341532449,0.151344821,0.093718187,-0.231335349,0.087320585,-0.018263806,-0.164847106,0.072266436,0.052343781,-0.179639917,0.149319109,0.114798725
0.000323874,0.068462361,-0.108788548,-0.137702216,-0.083446499,0.332432817,0.186633577,0.078616835,-0.23390597,0.09618627,-0.011614415,-0.152886244,0.054641145,0.055834832,-0.1842154,0.150966804,0.116513283
0.00036545,0.053231455,-0.10985799,-0.128873114,-0.03690303,0.317059616,0.154063443,0.05236816,-0.232505179,0.100932654,0.00902019,-0.113119702,0.086994923,0.063198812,-0.190911312,0.1465302,0.111896643
0.000376982,0.05722203,-0.116246205,-0.137039576,-0.05110624,0.321277745,0.165432277,0.042275748,-0.221334553,0.089372204,-0.001429996,-0.109575643,0.086670102,0.058832863,-0.201112428,0.149272456,0.114750179
0.000302096,0.043625841,-0.080235496,-0.029648089,-0.066858178,0.307526098,0.173245308,0.078301663,-0.175836216,0.083641336,-0.053611816,-0.038925922,0.084112403,0.043376978,-0.190581988,0.130571712,0.095290564
0.000284339,0.030220869,-0.085426001,-0.013107699,-0.067893136,0.308096859,0.163031762,0.091014764,-0.157013079,0.082235196,-0.057564777,-0.03490703,0.090071674,0.045387426,-0.21156056,0.133414465,0.098248675
0.000288678,0.03366355,-0.08329216,-0.012524465,-0.067421477,0.313204446,0.164063438,0.08770376,-0.157235885,0.083073393,-0.057906025,-0.035179188,0.0918981,0.046289186,-0.211141088,0.133929286,0.098784387
0.000296639,0.045951141,-0.085348802,-0.030441238,-0.080578154,0.312061583,0.152259501,0.057159135,-0.161255614,0.106303536,-0.080481846,-0.017984643,0.109020355,0.048750907,-0.207350097,0.138079536,0.103103053
0.000285677,0.049075923,-0.089790853,-0.036993275,-0.078764274,0.30710194,0.15008665,0.044021143,-0.162703892,0.101028931,-0.084244855,-0.017274952,0.110219599,0.048806646,-0.203085077,0.13502507,0.099924638
0.000281359,0.049670257,-0.087743881,-0.036180635,-0.078715913,0.310792036,0.147928662,0.043039186,-0.162971458,0.102717275,-0.085837866,-0.017671221,0.108083852,0.049073082,-0.20268028,0.134806812,0.099697523
0.000312516,0.041748441,-0.089811289,-0.028100017,-0.054024074,0.298091499,0.152261503,0.076981798,-0.17530141,0.09010252,-0.098980122,-0.029868994,0.090002148,0.053450294,-0.207914547,0.138415626,0.103452782
0.000289685,0.042714749,-0.0859336,-0.042251602,-0.036225475,0.283155887,0.123318334,0.058316838,-0.186072207,0.109338516,-0.086871166,-0.049025841,0.088150047,0.054199736,-0.197844025,0.129921585,0.094614055
0.000270842,0.041240941,-0.079155386,-0.059393777,-0.016978073,0.253989202,0.101846737,0.037660813,-0.182534685,0.121032487,-0.157096408,-0.087513825,0.133748847,0.063745176,-0.209958183,0.144171085,0.109441796
0.000287082,0.031766478,-0.076560329,-0.055191507,-0.019055055,0.252704455,0.098710861,0.034465545,-0.177579838,0.128289171,-0.162266367,-0.084775267,0.131134271,0.064245149,-0.211786576,0.142961258,0.108182875
0.000303638,0.023672318,-0.075875127,-0.057320834,-0.032578797,0.259574826,0.109924361,-0.000725103,-0.200448526,0.099607217,-0.15966079,-0.076580566,0.134466446,0.062594317,-0.214908275,0.146880428,0.112261083
0.000274485,0.02102939,-0.094888269,-0.076031977,-0.009859588,0.215410991,0.108453596,0.018655803,-0.177858676,0.103078021,-0.173504335,-0.11964013,0.127066848,0.051612313,-0.204560072,0.138329206,0.103362855
0.000272627,0.02250901,-0.095381976,-0.079152784,0.005653546,0.209655181,0.122415511,0.033520584,-0.165646035,0.084607912,-0.174111271,-0.122395817,0.12459791,0.047362087,-0.191193782,0.128455617,0.093088599
0.000232007,0.01169107,-0.100729416,-0.078977873,-0.001184066,0.217054638,0.154215622,0.054905921,-0.112635485,0.100062929,-0.131836713,-0.089084627,0.085449769,0.039883177,-0.175451631,0.104126159,0.067771859
0.00023587,0.017602266,-0.091429172,-0.085285858,-0.001128829,0.21406671,0.124666474,0.073870224,-0.146152052,0.106985902,-0.127851317,-0.074430691,0.060051151,0.039548595,-0.191032383,0.107147992,0.070916316
0.000239222,0.018685878,-0.091287638,-0.085059251,-0.003926859,0.215716128,0.126299687,0.072055182,-0.146011308,0.111717774,-0.127788856,-0.07514831,0.062275624,0.040497753,-0.19055123,0.106010544,0.069732712
0.000224439,0.021883558,-0.087306709,-0.077107607,-0.000685327,0.210440651,0.111557526,0.08659967,-0.150418391,0.133978235,-0.131671506,-0.066210656,0.050241546,0.046401109,-0.190359598,0.107384546,0.07116247
0.000260817,0.014320847,-0.070314458,-0.078768263,0.029055945,0.200582868,0.071265761,0.140242766,-0.124822886,0.16955648,-0.117137775,-0.049809059,0.048906791,0.053058949,-0.177523381,0.106000492,0.069722251
0.00025364,0.013303376,-0.076980281,-0.085884917,0.029402201,0.194909651,0.070048346,0.144679623,-0.127309826,0.158448825,-0.117298643,-0.050468578,0.055432531,0.054420506,-0.167348007,0.103766909,0.06739803
0.000258902,0.018451778,-0.079019909,-0.070015916,0.039704067,0.189612616,0.092879619,0.138922213,-0.138950842,0.150075853,-0.100176247,-0.057912414,0.054618192,0.059456512,-0.160950323,0.103956456,0.067595268
0.000240162,0.017950548,-0.072251841,-0.06368467,0.044555266,0.166929277,0.071520059,0.150419709,-0.146232754,0.137707925,-0.122586684,-0.052908109,0.073689151,0.059593562,-0.150234791,0.100744352,0.064252819
0.000227474,0.019250196,-0.068205267,-0.068423538,0.043153625,0.181593566,0.078365942,0.132760184,-0.142834041,0.124389865,-0.12846771,-0.053052803,0.069802842,0.064002654,-0.162901078,0.105065165,0.068748968
0.000226886,0.019334972,-0.067087036,-0.068098384,0.042067876,0.174292625,0.077053788,0.141678371,-0.149931091,0.122647767,-0.127633402,-0.053249189,0.069079288,0.061980952,-0.160450713,0.103517798,0.06713881
0.000210966,0.019041537,-0.062872756,-0.073584423,0.039834592,0.169765551,0.072423773,0.13113496,-0.149485254,0.127272368,-0.116125101,-0.050070416,0.069173197,0.060964898,-0.155101227,0.096165317,0.059487968
0.000203906,0.013341414,-0.061571509,-0.066186151,0.046120086,0.164469007,0.070004183,0.134905192,-0.15369817,0.117765934,-0.111947685,-0.058627987,0.067201345,0.054615637,-0.161796591,0.094743793,0.058008759
0.000218437,0.008637206,-0.056217887,-0.067609344,0.050380618,0.156765216,0.078716551,0.140683272,-0.146732427,0.124747365,-0.117062723,-0.059291122,0.079583088,0.052751521,-0.155882863,0.09378779,0.057013961
0.000224694,0.008426152,-0.054256493,-0.065146088,0.044697651,0.159739183,0.074926112,0.131049598,-0.146994832,0.126011149,-0.114145344,-0.058267556,0.078144726,0.052056213,-0.157723783,0.091359201,0.054486821
0.00019776,0.003677402,-0.055278997,-0.052151473,0.041467754,0.148882658,0.077894212,0.11623011,-0.137050695,0.135267354,-0.100763156,-0.060970322,0.064446483,0.053158231,-0.153381128,0.082734526,0.045512158
0.000207032,0.002188885,-0.056761795,-0.060100742,0.045550105,0.153290543,0.078442764,0.124339436,-0.135989726,0.132548319,-0.091682621,-0.051788185,0.067041624,0.053546275,-0.146365382,0.081874839,0.044617586
0.00022863,-0.000924593,-0.057121655,-0.064330223,0.050723412,0.160337786,0.085774769,0.127082397,-0.123504291,0.145259188,-0.090726355,-0.064454017,0.078463796,0.054972572,-0.151648758,0.086811718,0.049754802
0.000244146,-0.004533174,-0.058814657,-0.068634862,0.05500588,0.154867752,0.081076254,0.130383533,-0.133474505,0.148571843,-0.0929852,-0.068597849,0.077657571,0.052858195,-0.154657886,0.088539968,0.051553184
0.000230045,-0.005249203,-0.059003865,-0.072553027,0.054488589,0.152346038,0.079206513,0.130511149,-0.134601099,0.141849212,-0.095611348,-0.066959215,0.074723354,0.053538031,-0.154953365,0.08742801,0.050396103
0.000264285,0.009667257,-0.023199193,-0.083610695,0.070592537,0.170408291,0.011673124,0.108805803,-0.131803104,0.137711645,-0.047345899,-0.069152998,0.061240932,0.045211082,-0.142709424,0.075659479,0.038150009
0.000242535,0.017844923,-0.021990913,-0.06194259,0.080982062,0.16858798,-0.02285368,0.091941085,-0.163842472,0.136779261,-0.043086181,-0.074166642,0.074073095,0.043521737,-0.108254766,0.071752909,0.034084911
0.000241391,0.019206518,-0.020625765,-0.051779921,0.092239693,0.172150219,-0.020481655,0.08915576,-0.169806331,0.12728767,-0.045999375,-0.06286616,0.072815188,0.042102397,-0.097697277,0.070236992,0.032507479
0.000238497,0.018859835,-0.020373316,-0.052828066,0.092965056,0.170882888,-0.019298821,0.090422065,-0.168215338,0.12832483,-0.046361598,-0.063475581,0.073902794,0.042218019,-0.096622886,0.070174405,0.032442352
0.000248177,0.022428879,-0.016372338,-0.052445334,0.088298056,0.170707086,-0.012849748,0.090970879,-0.173517871,0.127548106,-0.036579305,-0.063369718,0.068254257,0.040158815,-0.09605522,0.069073288,0.031296552
0.000235075,0.017509651,-0.019036703,-0.055783108,0.086198317,0.169961567,-0.01327614,0.084504837,-0.183497648,0.127966257,-0.038784171,-0.064074298,0.074404506,0.037083419,-0.093552419,0.069169456,0.031396622
0.000232774,0.016453882,-0.021437032,-0.056359942,0.087142179,0.17586963,-0.011844421,0.097149322,-0.176407196,0.121641109,-0.043747807,-0.061758042,0.079824396,0.035584426,-0.094722792,0.070348236,0.032623237
0.000217959,0.017416105,-0.013258109,-0.063748388,0.06904492,0.189638848,-0.017683508,0.07661899,-0.192296791,0.123587223,-0.040553902,-0.055024941,0.090215977,0.036852662,-0.096735595,0.074218682,0.036650745
0.000196096,0.003054144,-0.026817602,-0.056671507,0.05187955,0.205321745,0.006631704,0.058805515,-0.200108493,0.09993732,-0.058062876,-0.041235558,0.078769569,0.032411122,-0.11356282,0.077152554,0.039703672
0.000190691,0.002283005,-0.025059367,-0.050263596,0.048516652,0.203979058,0.005963627,0.06302929,-0.19826163,0.099462169,-0.053715272,-0.044216772,0.074574551,0.03279002,-0.118654336,0.076666928,0.03919834
0.000173826,0.002578248,-0.015796888,-0.062859567,0.060934984,0.185232604,-0.004883703,0.084775146,-0.1923915,0.063004197,-0.07398947,-0.038833595,0.083073445,0.028268248,-0.119425335,0.073910834,0.036330404
0.000173586,0.001799879,-0.01768838,-0.063834904,0.059859324,0.186436766,-0.008562763,0.084997999,-0.196060398,0.061231863,-0.074023505,-0.039632024,0.085541318,0.028268195,-0.116736091,0.073785883,0.036200383
0.000178407,-0.001194803,-0.011847436,-0.060798747,0.057791519,0.176575683,-0.017512555,0.082489281,-0.199260076,0.068850394,-0.08264604,-0.045985366,0.09173123,0.027368609,-0.118076029,0.07329599,0.035690609
0.000190185,-0.006991873,-0.015271024,-0.056364506,0.062100105,0.170753057,-0.00994845,0.083049183,-0.19691841,0.064316702,-0.079519237,-0.047005253,0.089753272,0.027387393,-0.114134837,0.069278842,0.031510447
0.000203046,-0.012646123,-0.018831068,-0.055447458,0.054460002,0.171320113,-0.020447628,0.072758723,-0.191388433,0.0678162,-0.077848384,-0.029333628,0.096657869,0.028518269,-0.117123712,0.068374318,0.030569218
0.000222274,-0.014056095,-0.013057263,-0.055118316,0.051027637,0.180457119,-0.026151731,0.066795856,-0.205623341,0.052851397,-0.091936817,-0.01859707,0.083000108,0.023321849,-0.11818803,0.069574878,0.031818496
0.00023132,-0.016430957,-0.010240995,-0.057104527,0.05598129,0.180473168,-0.024871876,0.06572893,-0.215296979,0.059287133,-0.079573125,-0.017119532,0.07747084,0.023505993,-0.122989671,0.072128144,0.034475373
0.000230533,-0.016309657,-0.010492103,-0.057341012,0.054587724,0.185266839,-0.025030873,0.065868458,-0.214855725,0.054833028,-0.079470909,-0.014015336,0.076202639,0.023562327,-0.122561827,0.072190069,0.034539811
0.000217746,-0.014572256,-0.013947479,-0.067322243,0.052969755,0.187373733,-0.036529733,0.047709628,-0.208708659,0.061781845,-0.072962472,-0.035992483,0.084142312,0.02093431,-0.122323375,0.072587785,0.034953666
0.000216696,-0.021786148,-0.0025311,-0.05935674,0.046088801,0.196081628,-0.020108846,0.029510916,-0.197215429,0.055045472,-0.069568444,-0.029564341,0.079189067,0.017663594,-0.113056632,0.066167135,0.028272468
0.000221564,-0.018850229,-0.001885093,-0.061930607,0.041382043,0.187720288,-0.021483612,0.019660119,-0.192885119,0.065004299,-0.069043184,-0.031647388,0.065802428,0.019894758,-0.120659284,0.064194956,0.026220259
0.000207357,-0.015328699,-0.000943972,-0.057985716,0.035855601,0.180299578,-0.010890045,0.012521941,-0.176130882,0.071624135,-0.054738931,-0.030211926,0.066552083,0.022361153,-0.115310425,0.05647019,0.018182024
0.000222428,-0.019449746,0.003990268,-0.05252267,0.039753506,0.173264428,-0.020046935,0.026431316,-0.176610956,0.068645646,-0.05280327,-0.024059884,0.058332419,0.022380472,-0.105376831,0.052756957,0.014318109
0.000215701,-0.023772372,-0.002814779,-0.05678205,0.038996975,0.173009922,-0.021138111,0.021087824,-0.177216589,0.06634043,-0.05315943,-0.021246365,0.059777441,0.023278933,-0.102632638,0.052207799,0.013746666
0.000222792,-0.022799583,-0.001617469,-0.058158265,0.034629124,0.17414215,-0.022514728,0.015024301,-0.177893931,0.071172293,-0.054397395,-0.025061853,0.056574506,0.0246336,-0.104218102,0.052191245,0.013729441
0.000218356,-0.021880063,0.003226188,-0.062422521,0.03423641,0.167073772,-0.013540163,0.015486675,-0.194220586,0.068474507,-0.060564875,-0.022820142,0.059533151,0.023128393,-0.103695607,0.053351857,0.01493715
0.000191823,-0.013607347,-0.006772091,-0.049355601,0.059900705,0.170264028,-0.065818958,0.039054273,-0.223329261,0.055508518,-0.05901122,0.001684182,0.032673672,0.01742337,-0.103987011,0.061307053,0.023215165
0.000192387,-0.013951561,-0.007200731,-0.04919291,0.059694915,0.169964295,-0.065502725,0.040396751,-0.223215162,0.053666597,-0.058638378,0.001851995,0.033245631,0.01751381,-0.105513128,0.061119408,0.023019906
0.000202536,-0.012431061,-0.004404139,-0.04899161,0.061279514,0.160345567,-0.065926288,0.046067775,-0.221054737,0.054124593,-0.063224338,0.001786397,0.035313909,0.017148755,-0.105096524,0.059616364,0.021455869
0.000172139,-0.006023868,-0.002571294,-0.058238792,0.06288279,0.169131603,-0.049591491,0.057856002,-0.203777371,0.063966258,-0.059253845,-0.009632699,0.052623367,0.023454952,-0.100680725,0.061959928,0.023894534
0.000166907,-0.004862726,-0.003726251,-0.062148589,0.063147277,0.172040654,-0.054126214,0.056177798,-0.208091299,0.061086377,-0.060723108,-0.007773739,0.050938948,0.022984381,-0.106918949,0.063826512,0.025836863
0.000162844,-0.001377604,-0.002687588,-0.065579236,0.063767433,0.172593946,-0.056537325,0.056315322,-0.202262741,0.064209918,-0.052230283,-0.010868422,0.051637083,0.022177985,-0.107085093,0.06284568,0.024816229
0.000166748,-0.002312692,-0.002337973,-0.064299461,0.063044131,0.172354732,-0.057365349,0.05627628,-0.201031478,0.06677548,-0.052310436,-0.011181759,0.056419106,0.021527637,-0.105848544,0.062631153,0.024592997
0.000170839,-0.0016781,-0.003296561,-0.066803916,0.064529236,0.17072877,-0.059049801,0.055641619,-0.200431473,0.06645246,-0.051437931,-0.010441881,0.056202909,0.021144366,-0.105771904,0.06238388,0.02433569
0.000136056,0.005031312,0.005577256,-0.057023557,0.067386127,0.162702609,-0.059348608,0.064291578,-0.166672211,0.089431153,-0.047695295,-0.028056226,0.074115466,0.018229733,-0.103634606,0.059365305,0.021194622
0.000152431,0.009972775,0.006558905,-0.06462315,0.076711653,0.154950146,-0.061067632,0.096179484,-0.147245175,0.075722316,-0.048355365,-0.028377745,0.066746085,0.017479255,-0.092933701,0.0554703,0.017141559
