"date","r13_lag","r_on","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13"
2007-08-01,NA,NA,-0.000843881856540052,0,-0.00570101351351338,0.00254831174346992,0.0086846007201864,0.00167996640067214,-0.00335429769392037,-0.0054690786705931,0.00317258883248739,-0.000874973645372146,-0.00376673665551763,0.00105909764880319,0.013753702920017
2007-08-02,0.013753702920017,0.000834898768524495,0.00271115745568284,-0.0031198003327787,-0.00020863759649481,0.001669449081803,0.00520833333333326,-0.00186528497409333,-0.00186877076411951,-0.00124817973788227,0.00229118933555505,-0.000415627597672441,0,0.00623700623700607,-0.00247933884297513
2007-08-03,-0.00247933884297513,-0.00103562551781289,-0.00373211693966413,0,-0.00187304890738804,0.00166805671392822,0.00104079933388856,0,-0.00228737783322952,0.00104210087536472,0.00104101603164675,-0.0062396006655574,0.000209292591042187,-0.00481481481481483,-0.00819808283869383
2007-08-06,-0.00819808283869383,0.00635997456010173,-0.000631978091426233,-0.00758853288364247,0.00169923534409522,0.00339270568278205,0.00190194420963641,4.64037122969163e-05,0.00543741906091677,-0.00335640864275233,-0.0027362660492527,0.0037990713381173,0.00341042893187549,0.00225890675618468,0.00313610704578715
2007-08-07,0.00313610704578715,-0.00270946227594826,0.00229885057471257,-0.000834028356964112,-0.00062604340567618,0.000208811860513691,0.000626304801670141,0.000417275192989841,-0.0010427528675705,0.00200417536534458,8.33402783564363e-05,-0.00749999999999995,0.00923593618807717,0.00395174708818646,-0.00207168013258752
2007-08-08,-0.00207168013258752,0.00851152169400038,0.000203787566900093,0.00144268664887148,0.00164406083025082,-0.00164136233073464,0.000205507603781463,-0.000410930758167338,0.00133607399794466,0.00195011803345979,0.00245851259987706,0.00183936235438398,-0.00367197062423497,-0.00814496314496327,0.00656039568805711
2007-08-09,0.00656039568805711,-0.0102543068088597,0.00559469539991708,0.00576962703482375,-0.00204876049989755,-0.00205296653664544,-0.0018514708907631,0.00103050288540807,-0.00700020588840855,0.000207339829981334,0.00183665008291878,-0.00369553432129222,-0.00456905503634475,-0.000625912789484651,-0.00420668058455109
2007-08-10,-0.00420668058455109,-0.0114993133955995,0.00212089077412525,-0.00934391534391532,0.00131386393496902,0.00405376573501193,0.00807479813004663,0.0035834738617202,-0.0092417559336273,0.00233199067203738,-0.00148054145516074,-0.0010590976488033,-0.00254452926208648,0.00744047619047628,-0.000211014982063662
2007-08-13,-0.000211014982063662,0.00675390460109759,-0.00230607966457019,0.00417314561882742,-0.00248176343312001,0.00230753094189207,0.000627877773126784,-0.00317925120267726,0.00193042091569096,-0.00335078534031408,0.00213280100861524,0.00227503852887834,-0.00209205020920489,-0.000419287211740116,-0.00146812080536918
2007-08-14,-0.00146812080536918,0.000189035916824176,0.000861000861000827,-0.00818296265211904,-0.00105775333192304,-0.0017577297755188,0.0059825614697584,-0.00356397224741134,0.000634920634920766,-0.00211505922165822,-0.00190758796100032,-0.000851560840942955,-0.00212327762651987,0.00234291799787001,-0.00658733531661715
2007-08-15,-0.00658733531661715,-0.00235294117647056,0.00471698113207553,0.00469483568075124,-0.00573491928632108,0.00256355479598369,-0.00809716599190291,0.0027926960257787,0,0.00214224507283634,0.00346301838392482,-0.00409015380682543,-0.00641711229946518,-0.00602798708288488,-0.00609703270521988
2007-08-16,-0.00609703270521988,-0.00846617344214784,-0.000659340659340701,-0.00637783153727733,0.0037383798140771,0.000685793922234001,-0.00484795063904819,-0.00841452612931792,-0.00625279142474322,0.005191011235955,0.00556660928662445,0.00222321031569583,-0.00244010647737358,-0.00177896375361353,0.0142570728447315
2007-08-17,0.0142570728447315,0.0147155721502306,-0.00367965367965373,-0.00543124049532917,0.000218435998252442,0.00131032976632461,0.00109051254089421,-0.000653594771241828,0.000436014824504172,0.00565264763565043,-0.00150381153384449,0.000217013888889062,0.00186591451507923,0.00311850311850304,0.00215889464594121
2007-08-21,0.00215889464594121,0,0.00495476087893132,-0.00192926045016073,0.00257731958762886,0.00257069408740351,0.00213675213675213,0.00341151385927518,-0.0019124521886954,0.000638705556738284,-0.000457446808510675,-0.000180933831433472,-0.00170321481796887,0.00127959053103011,0.00191693290734807
2007-08-22,0.00191693290734807,0.00722789115646272,0.00232165470662715,-0.000210570646452024,-0.000381213142375714,-0.000461422741188211,0.000841062394603798,-0.0014722019212341,-0.00105462982493143,0.000633445945946054,0.00211014982063729,-0.00231627711097071,0.00223723089911343,0.00197953080908064,0.0010508617065994
2007-08-23,0.0010508617065994,0.00398908251102248,-0.00334588038477635,-0.00377675199328575,0.00168491996630182,-0.00273338940285961,-0.00382669196710939,0.00320645099844441,-0.0021097046413503,-0.000211416490486172,0.00342567138929994,0.000168591418696851,-0.00126422250316061,0.0016645569620255,0.000233788061644313
2007-08-24,0.000233788061644313,-0.00126342387871137,0.000210837022981192,0.00252951096121423,0,0.00165054667788045,0.00171080113773514,0.00335289186923737,-0.000415622389306591,0.00125156445556951,-0.000417362270450861,0.0018371607515657,0.00316745853129952,-0.00142293311175734,0.00288112499089888
