r13_lag,r_on,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r_onfh,r_daily,etaonfh,etaonfh12,etaon,eta12,etaon12,etalag,etalagon,etalag12,alwayslong,buyandhold,etalagon12,eta1011,etadim1,etadim2,etadim3,etadim23
-0.00311936084292597,0.00318495203836933,0.000933776565943401,0.00160459735801188,-0.000484333668641423,-0.000447293872073762,-3.72911694512812e-05,0.000335633041208316,-0.000391440501043894,0.000540772372126019,0,0,0.000149097957357958,0.00063357185450208,0.00115460538567547,0.00412170263788969,0.00399656370223722,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00399656370223722,0.00115460538567547,-0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547,0.00115460538567547
0.00115460538567547,0.000827752976190421,0.00199797414714387,0.00122421724291422,-0.000185260661751174,0.000296471983397772,-0.00023710729104931,0.000700373532550813,0.000999833361106317,-0.00016647244880974,-0.000851000851000761,0.000629536364982863,0.000240553643462427,0.000314494496346462,0.000406864920846406,0.00282738095238089,0.00538059084277354,0.000406864920846406,0.000406864920846406,0.000406864920846406,0.000406864920846406,0.000406864920846406,-0.000406864920846406,0,0,0.000406864920846406,0.00538059084277354,-0.000406864920846406,0.000406864920846406,-0.000406864920846406,-0.000406864920846406,-0.000406864920846406,-0.000406864920846406
0.000406864920846406,0.00255111472621738,0.00241997344741085,0.000529033957505032,-0.000257390792763657,-0.00121372613924742,0.000257769921932605,0.000331333063358308,0.000515236272633501,-7.35672772752549e-05,0.000367863449087791,-0.000459660219165992,0.000331107554770727,-5.51663264742874e-05,-0.000956269079407046,0.00497726180352709,0.00173329399616451,-0.000956269079407046,0,-0.000956269079407046,0.000956269079407046,0,0.000956269079407046,0,0.000956269079407046,-0.000956269079407046,0.00173329399616451,0.000956269079407046,0.000956269079407046,0.000956269079407046,-0.000956269079407046,0.000956269079407046,0
-0.000956269079407046,0.00335014541840017,-0.000862258751009093,-0.000477405850057844,0.000900156149536091,0.00082593054841773,-9.16943277887716e-05,0.000183405472819365,-0.000627131697656491,0.000499084400309657,0.000128376767473126,0.000770161733964159,-9.16153620638127e-05,0.000897912810833512,0.00106188209447078,0.00248499797518686,0.00311880824833044,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00311880824833044,0.00106188209447078,-0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078,0.00106188209447078
0.00106188209447078,0.000146311130619248,-0.000332809128478995,0.000113412282916059,7.31609174378089e-05,0.000438933391857743,-0.000255932141420723,0.000548566413107077,0.000201030739427566,0.00122421385371574,-0.000109497043579876,-7.30060229968688e-05,0.000328551089694429,-0.000729873731844299,0.000401723760134365,-0.000186546691539502,0.00182862158504915,-0.000401723760134365,-0.000401723760134365,0.000401723760134365,-0.000401723760134365,0,-0.000401723760134365,0,-0.000401723760134365,0.000401723760134365,0.00182862158504915,-0.000401723760134365,-0.000401723760134365,-0.000401723760134365,0.000401723760134365,-0.000401723760134365,0
0.000401723760134365,0.00189829518490114,-0.000765166697030306,0.00123978996499408,-0.000728385170077894,0.00229608572053364,-0.000254536198683653,-0.000436458863752098,0.000509424350483956,0.000909223159732298,-7.26717779175878e-07,-0.00110751870027881,0.000218257216129114,-0.0013274416743948,-0.000254916241806402,0.00113167597561414,0.000291492075059185,-0.000254916241806402,0,-0.000254916241806402,0.000254916241806402,0,0.000254916241806402,0,0.000254916241806402,-0.000254916241806402,0.000291492075059185,0.000254916241806402,0.000254916241806402,0.000254916241806402,-0.000254916241806402,0.000254916241806402,0
-0.000254916241806402,-0.0034968855862747,-0.000731074313703894,0.000987672385411642,0.000475076743166269,0.000182635058625813,0.000786282959608586,1.71510750621717e-05,0.000656838417749217,-0.000255269491649224,0.000510669341601488,-0.00189580371140052,0.000310479599664015,-0.000164320534589479,0.00105912859281987,-0.00422540341674849,0.00193734693131575,-0.00105912859281987,-0.00105912859281987,-0.00105912859281987,-0.00105912859281987,-0.00105912859281987,0.00105912859281987,0,0,0.00105912859281987,0.00193734693131575,-0.00105912859281987,-0.00105912859281987,-0.00105912859281987,-0.00105912859281987,0.00105912859281987,0
0.00105912859281987,0.00218898212331253,0.00134692391700031,-0.00076344203293699,0.000945936112930257,-0.000218086653096861,0.000488984221624467,0.000601392833069037,0.00105316676350942,3.62778886271453e-05,-0.000399042298483643,7.2582108510133e-05,0.000108865261095215,0.000507982583454192,0.00123304562268789,0.00353885443268864,0.00502366217692019,0.00123304562268789,0.00123304562268789,0.00123304562268789,0.00123304562268789,0.00123304562268789,-0.00123304562268789,0,0,0.00123304562268789,0.00502366217692019,-0.00123304562268789,0.00123304562268789,-0.00123304562268789,0.00123304562268789,0.00123304562268789,0.00123304562268789
0.00123304562268789,0.000977977397855767,0.00246064772932852,0.000487311843482718,0.00167661862067714,-0.000868422938900326,0.000870259268044959,-0.000504268270719921,0.000612634689538316,-0.000396167975221573,0.00059448747973323,0.000576130205426573,-0.000431848852901484,-0.000414033950783987,0.000972482351246251,0.00344103158504772,0.00564501537904838,0.000972482351246251,0,0.000972482351246251,-0.000972482351246251,0,-0.000972482351246251,0,-0.000972482351246251,0.000972482351246251,0.00564501537904838,-0.000972482351246251,-0.000972482351246251,-0.000972482351246251,0.000972482351246251,0.000972482351246251,0.000972482351246251
0.000972482351246251,0.00514555071785816,0.00232691343882019,-0.00132147576699171,-0.0030934840140191,0.000627791429750113,-0.00161689312730795,0.000434503140272824,-0.00102979181622398,0.000132584488477194,-0.00237111550206581,-0.00261082502070664,-0.000740165724910979,0.00278219395866453,-0.00205383201816023,0.00748443740779381,-0.00852008305291041,-0.00205383201816023,-0.00205383201816023,-0.00205383201816023,-0.00205383201816023,-0.00205383201816023,0.00205383201816023,0,0,-0.00205383201816023,-0.00852008305291041,0.00205383201816023,0.00205383201816023,-0.00205383201816023,0.00205383201816023,0.00205383201816023,0.00205383201816023
-0.00205383201816023,0.0032134604274987,-0.00205146661867928,0.00126226197345658,0.00108057486582869,0.00122332961537075,0.000539044812592149,0.000790173119747051,0.00136376686764272,0.000191742527417604,0.000363703468799326,0.00116414435389989,0.00110912343470493,-0.000607555126693193,-0.00010728078958655,0.00115540150202187,0.00633435306820229,-0.00010728078958655,0,-0.00010728078958655,0.00010728078958655,0,-0.00010728078958655,-0.00010728078958655,0,-0.00010728078958655,0.00633435306820229,0.00010728078958655,-0.00010728078958655,0.00010728078958655,-0.00010728078958655,-0.00010728078958655,-0.00010728078958655
-0.00010728078958655,-0.00153785629984626,0.00157604412923562,-0.00187754810099416,-0.000197065515326389,-8.95928899083964e-05,-0.000376323853556126,0.00118317736904383,-7.16229766508647e-05,-0.000195902872287212,0.000966094281775076,0.00130262851826002,-0.000478915221283738,-0.00119786172742398,-0.000536999248200942,3.57640999963937e-05,0,-0.000536999248200942,0,0.000536999248200942,0.000536999248200942,0.000536999248200942,-0.000536999248200942,0,0,-0.000536999248200942,0,0.000536999248200942,0.000536999248200942,0.000536999248200942,0.000536999248200942,0.000536999248200942,0.000536999248200942
-0.000536999248200942,0.00229242782434258,-0.000214423558001609,0.000321704317987059,-0.0012506700017868,0.000429338103756782,-0.000715256419426269,0.000679979958485344,7.15281999927875e-05,0.000107284626113202,-0.000286061646284974,0.00132341369196665,3.57206644043817e-05,0.00121445920845842,0.000285408490902528,0.00207751271581058,0.00200128654134812,0.000285408490902528,0.000285408490902528,0.000285408490902528,0.000285408490902528,0.000285408490902528,0.000285408490902528,0.000285408490902528,0.000285408490902528,0.000285408490902528,0.00200128654134812,0.000285408490902528,0.000285408490902528,0.000285408490902528,-0.000285408490902528,-0.000285408490902528,-0.000285408490902528
0.000285408490902528,-0.000677651758328013,0.00169527820407578,0.00222685407870582,-0.00103096448505113,-0.000249110320284629,0.00185099490976404,0.000994848108012203,-7.09899549214965e-05,0.000177487487132089,0.000212947189097035,-0.000709672840820352,0.000319579575314144,0.000674452451102203,0.0027314650585315,0.00101647763749213,0.00885113672864857,0.0027314650585315,0.0027314650585315,-0.0027314650585315,0.0027314650585315,0,-0.0027314650585315,-0.0027314650585315,0,0.0027314650585315,0.00885113672864857,-0.0027314650585315,-0.0027314650585315,0.0027314650585315,-0.0027314650585315,-0.0027314650585315,-0.0027314650585315
0.0027314650585315,-0.000353769413096616,0.000283115688147983,0.00106138333628158,0.00176709666018726,-0.00039830657964357,-0.000969163586413524,-4.41598586884417e-05,0.000105988341282393,0.000317578069803481,0.00102447329324185,-0.00116418542298735,0.000882986613922832,-0.00033523890182785,-8.82503485889474e-05,-7.07538826194565e-05,0.00244187281027708,8.82503485889474e-05,8.82503485889474e-05,8.82503485889474e-05,8.82503485889474e-05,8.82503485889474e-05,8.82503485889474e-05,8.82503485889474e-05,8.82503485889474e-05,-8.82503485889474e-05,0.00244187281027708,8.82503485889474e-05,8.82503485889474e-05,8.82503485889474e-05,-8.82503485889474e-05,8.82503485889474e-05,0
-8.82503485889474e-05,0.00247122784720744,0.00112691928440634,0.000299352750809057,-0.00061575770022404,-0.00281501812167917,-0.000705741204700239,-0.00130654331014513,-0.000495014496853075,-0.000581576340738632,0.0022101434398667,0.00134209225118309,-0.000211625282167005,-0.000599731884569077,-0.000388294680362944,0.00360093200593092,-0.00274686575574012,-0.000388294680362944,0,-0.000388294680362944,0.000388294680362944,0,-0.000388294680362944,-0.000388294680362944,0,-0.000388294680362944,-0.00274686575574012,0.000388294680362944,0.000388294680362944,-0.000388294680362944,-0.000388294680362944,0.000388294680362944,0
-0.000388294680362944,0.00346069637686286,-0.00422649211711723,0.000710350262759007,0.000565051560954766,0.000811802908372128,0.000638335390583666,0.000454655994586384,-0.000739801310505328,-0.000458311299136205,0.00091704288939054,-0.00158573542885332,-0.00194119930822723,0.00110156305254971,0.000665862450832888,-0.000780422346210896,-0.00309684684684708,-0.000665862450832888,0,0.000665862450832888,0.000665862450832888,0.000665862450832888,0.000665862450832888,0.000665862450832888,0.000665862450832888,0.000665862450832888,-0.00309684684684708,0.000665862450832888,-0.000665862450832888,0.000665862450832888,0.000665862450832888,-0.000665862450832888,0
0.000665862450832888,0.00305175091781984,0.00103996382122484,-0.000667979187174761,0.00147757255936676,0.000316506832472641,-0.00028128940817207,0.00073767036672745,0.0007371266102707,0.000561206594177355,0.000676575755451214,-0.000500958126206319,0.000630892713189279,0.00163473326561347,0.00214473030357376,0.00409488844959061,0.00853614974071282,0.00214473030357376,0.00214473030357376,0.00214473030357376,0.00214473030357376,0.00214473030357376,-0.00214473030357376,0,0,0.00214473030357376,0.00853614974071282,-0.00214473030357376,-0.00214473030357376,-0.00214473030357376,0.00214473030357376,0.00214473030357376,0.00214473030357376
0.00214473030357376,-0.00198904281676382,0.000944055944055888,-0.00111852446990601,-0.00241231153160448,0.000350557386244121,0.00031539108494516,0.000770712909441418,0.000840130220184143,8.67405827007506e-05,-0.000698760696494327,-0.000367473358181547,-0.000210061968280661,-0.00151241376895328,-0.00160658992958151,-0.00104686464040205,-0.00461538461538458,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151,-0.00160658992958151,-0.00461538461538458,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151,0.00160658992958151
-0.00160658992958151,-0.0080089925530421,-0.00145184135977328,0.000922018511294587,0.0016687333923826,-0.00157752696120916,-0.00111593304401736,-0.000354660235494242,0.00010643581920089,-0.00145446805491489,0.00230922268011935,-7.12437528799237e-05,-0.00166566292072701,0.00156263314870064,-0.00148929328938829,-0.00944920612617672,-0.00262039660056645,0.00148929328938829,0,0.00148929328938829,-0.00148929328938829,0,-0.00148929328938829,0,-0.00148929328938829,-0.00148929328938829,-0.00262039660056645,0.00148929328938829,0.00148929328938829,0.00148929328938829,0.00148929328938829,-0.00148929328938829,0
-0.00148929328938829,0.00409074771000495,-4.31381673068332e-05,-0.000212164073550181,-0.00162693640800748,-0.00136637381323501,2.02203450017091e-05,0.000881518268889714,0.000359739640650281,0.000974313551815653,-0.000973365188921216,-0.00220797165633302,-0.00126692488072877,0.000631066235289968,0.00164329048934531,0.00404743307533906,-0.00319010283149024,0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531,-0.00319010283149024,0.00164329048934531,-0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531,0.00164329048934531
