intercept,r13_lag,r_on,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,date,year
-0.520365263067034,-3.42545439833684,4.78284269118472,-1.21506300863448,0.113265002272737,3.8277878795011,-0.300107655914657,1.54185668829137,0.881404712539201,-2.46920630746785,0.28728730787903,0.70652222573854,1.17153200064914,1.08219309149207,2.52241806594515,2009-08-04,2009
-0.523048806636371,-3.38048675620704,4.79083150757481,-1.18256206092473,0.102968290695155,3.83647713716046,-0.28982345654563,1.56774322390051,0.86936299589661,-2.47805913722279,0.260175882345357,0.726747212802544,1.16969541027215,1.06170597519602,2.5313690794475,2009-08-05,2009
-0.482855705166131,-3.40328375112228,4.7782357247705,-1.20037662420257,0.116632520422403,3.80286661798914,-0.270957074536121,1.59556715827636,0.863843462099904,-2.52020878421312,0.269444694512443,0.736670167278972,1.09660836830857,1.06169340557751,2.47472230266514,2009-08-06,2009
-0.519272872856412,-3.38508339529088,4.75132470016373,-1.18505515033606,0.129366903084615,3.76906415617548,-0.282994894579089,1.60012899106763,0.869516184071229,-2.54187518579358,0.264669488129315,0.739845529324039,1.08579423270577,1.06647881498081,2.46548292850181,2009-08-07,2009
-0.498202356150813,-3.37568360738658,4.74495693046211,-1.17959871764606,0.127849283314319,3.76169771513903,-0.290801139939701,1.59708342099038,0.862124623639657,-2.54903119749985,0.266868711663613,0.742543048919849,1.05928243079196,1.08576504578506,2.47288937012523,2009-08-10,2009
-0.562815805565916,-3.36412472790712,4.71678437597373,-1.18997125912573,0.134126440528443,3.76035823839935,-0.268326258645643,1.59109095897746,0.864768709224846,-2.56278688132739,0.24739030534819,0.71294338072483,1.03095950737766,1.11784867961771,2.52195789048877,2009-08-11,2009
-0.579755126826621,-3.33298852707371,4.6843039198635,-1.25681900157672,0.127312677226517,3.75235770966959,-0.257520922330035,1.58835306038714,0.883775180438067,-2.57459082449503,0.224690294992634,0.749450877422611,1.03553914935697,1.04794477402442,2.52810198109412,2009-08-12,2009
-0.562137841028401,-3.3252618915548,4.64451019094833,-1.242172415266,0.0894755549894305,3.76809361748913,-0.22660878860667,1.62771092132944,0.904361921846513,-2.6199772638617,0.23078487120159,0.741731479011426,1.03066670621288,1.01854239027332,2.54434661783166,2009-08-13,2009
-0.504509161451114,-3.31066328276277,4.61774999125696,-1.31121593846852,0.0646443017254575,3.76331519187134,-0.247062993702763,1.61545758176225,0.906036397791768,-2.57266201871664,0.222078531263966,0.768651527039418,1.0301499778929,1.02718722260047,2.54911213641747,2009-08-14,2009
-0.439740578122523,-3.28507255728793,4.60975390774158,-1.29259978692929,-0.0209858019280535,3.75166295018229,-0.273317237845188,1.69474087389828,0.857803626305239,-2.58549471042738,0.203402723481205,0.7662979808155,1.01554369195083,0.986395756653805,2.55661777816718,2009-08-17,2009
-0.428464525176436,-3.30327846810561,4.60411693117608,-1.28235632820022,0.000401979776839948,3.71346012311519,-0.27014883691923,1.64721120999095,0.867659877732075,-2.59292465637419,0.213666044542319,0.773993381103474,0.988633544994695,0.964609979307261,2.52367507084442,2009-08-18,2009
-0.514584703716874,-3.22268123802664,4.67526314029281,-1.25692741351211,0.127474483528287,3.62258069907723,-0.305700053700307,1.80590424555154,1.0853381690441,-2.44080390551475,0.157780501949963,0.687314055286476,0.957932225444281,1.02436332175948,2.56635972506477,2009-08-19,2009
-0.518084611384755,-3.22825249526589,4.65422964977144,-1.24821474121557,0.139452443126323,3.62010663594685,-0.305944821349772,1.79972191871529,1.08812857864969,-2.44377934234091,0.143571755480637,0.690245599739283,0.960111445149704,1.02076521423221,2.55954241771079,2009-08-20,2009
-0.544272949261894,-3.22768677835797,4.64514535569744,-1.24658563670378,0.119470809601991,3.60502159380861,-0.315683791393366,1.79981588801038,1.07542324724491,-2.43615394463903,0.146490935068116,0.696762480144182,0.952864352298848,1.02037297651298,2.54924138758565,2009-08-21,2009
-0.548007312897087,-3.22701118231013,4.6407050881781,-1.24721224497014,0.118752680107797,3.60499459987458,-0.316037693588078,1.80299260104981,1.07571524233922,-2.43516973754455,0.150580566393154,0.694416522038993,0.952570803814904,1.02031995800907,2.54887035636723,2009-08-24,2009
-0.562974038308352,-3.23719703376224,4.63116187226144,-1.27875870199022,0.140844224667092,3.59145731342929,-0.330917867580708,1.79016209607659,1.07295925223737,-2.40985690900039,0.16643532620726,0.701082426715647,0.950872189056495,1.03287788877817,2.54461545945307,2009-08-25,2009
-0.570318729723677,-3.2374308716833,4.63676819531155,-1.27331425352805,0.13478036083034,3.5877148166259,-0.350631162865921,1.78142695548807,1.05849685925778,-2.41233026191227,0.160805177939313,0.713448594622792,0.940836679633394,1.02325173571934,2.54763985588151,2009-08-26,2009
-0.54049862801115,-3.23258049861247,4.62796258370383,-1.30229235651555,0.129205860425754,3.58944509839974,-0.338736118051644,1.78383972839419,1.07530458392177,-2.40617129927686,0.152999356386774,0.744467650831556,0.958949967745938,1.02039735737915,2.54784233342043,2009-08-27,2009
-0.540594959246714,-3.26070826014059,4.58116239384456,-1.29666014720018,0.168345913634505,3.54298291355817,-0.338449646758688,1.80523085574409,1.13342396400351,-2.40531414019421,0.119698284274027,0.758208553848153,0.944849061316271,0.99436980400169,2.52048766163915,2009-08-28,2009
-0.526587663084897,-3.26744169134871,4.56040818983854,-1.31693607009832,0.167564472002218,3.54257116925083,-0.352290634140228,1.81164019783945,1.13609571982307,-2.40811934293496,0.123785666331978,0.76030161082474,0.943640021387052,1.00099391204307,2.50938444211161,2009-08-31,2009
-0.544206883025923,-3.27497991498205,4.57766735653957,-1.32159846290632,0.134894365565966,3.53483868018397,-0.434424909354687,1.80425192883175,1.14939397997889,-2.41881508018418,0.142277068046073,0.753232911804605,0.970961180130356,1.02547376082293,2.4817679442853,2009-09-01,2009
-0.545405642229956,-3.26525466930263,4.60599308107005,-1.33162799150679,0.139795563118484,3.50363331418164,-0.44933443543776,1.83682785630106,1.14933628926464,-2.40583571747951,0.147437679861707,0.757882528417034,0.962598882875751,1.02724728785653,2.48132531226751,2009-09-02,2009
-0.499786020734523,-3.27565680786901,4.62381222027836,-1.30415348537055,0.142146595860856,3.53010088783519,-0.433600208391084,1.83891042648409,1.15309894694925,-2.40524546070294,0.169998896417213,0.76533983605949,0.971170798093941,1.03434241595884,2.49660613971234,2009-09-03,2009
-0.493428746935832,-3.27649459205554,4.62085098928526,-1.30603824980564,0.144494579685584,3.53308052107332,-0.435676566867146,1.84436673210695,1.16249763148686,-2.40447931083068,0.1688584255932,0.764151868534559,0.966507066963083,1.03633114494577,2.49702052814736,2009-09-04,2009
-0.47155661692457,-3.276339375103,4.62902780247863,-1.321366614237,0.138639765234995,3.54572081881666,-0.422363560714374,1.84785900412173,1.16896830471018,-2.41288853358791,0.154386446228103,0.775269825749505,0.968975346118751,1.04199252755923,2.4980937739423,2009-09-08,2009
