intercept,dim1,dim2,dim3,dim4,dim5
0.240866010741333,-6.96306831734189,6.35582767021606,2.9718324607624,-0.910671313022344,2.34023656124731
0.221492134962588,-6.96781604916927,6.36132688504744,2.98794122156846,-0.907089071981975,2.33653645608813
0.200957625552515,-6.96862827225495,6.35919902309157,2.97723240828512,-0.908704208156838,2.32860889289534
0.158089268419594,-6.99583187673473,6.31728663857069,2.94269648189379,-0.909418340542565,2.2966145999171
0.173351620372789,-7.00437715038343,6.31999109625898,2.95079151825967,-0.916331072200169,2.2945449325387
0.155492482710787,-7.01414716186701,6.32716780244425,2.95919562688384,-0.903810132994513,2.29664885697022
0.110260474929377,-7.01592160687562,6.32380981874745,2.935011701804,-0.907883739391543,2.30257714891436
0.104263128962985,-7.02173304850953,6.32886576255155,2.93498738562472,-0.906472443065719,2.3020970492938
0.163894773291366,-6.98742067540524,6.31810035087007,2.93940693228586,-0.879322575925384,2.31552985292524
0.183381054722563,-6.97960389512775,6.3039668828202,2.92683854653367,-0.899752571273843,2.30908850383451
0.174280843026867,-6.98521919311674,6.30831525699476,2.92806290063692,-0.903054635900313,2.31075651356882
0.198998124922096,-6.97904534429224,6.30235207078042,2.93689076956216,-0.910557851746949,2.30029497228174
0.19732866082014,-6.98692682490434,6.30852696689768,2.93944485813243,-0.911257550380002,2.30224038746199
0.175680551522391,-6.9838745182943,6.30300729069782,2.94218567985811,-0.917115143435483,2.29246842869868
0.172926326717802,-6.9903833356745,6.30929051837294,2.94549112586569,-0.91785632509328,2.29539051048399
0.146824663041729,-6.99034680175781,6.29478055667665,2.94990277320866,-0.894263812595315,2.28810245132448
0.156055362807669,-6.99889614632314,6.29930774236654,2.95341958645345,-0.898390370905778,2.2879348659892
0.171039785373985,-7.00304634373291,6.30317439666629,2.95057113357107,-0.896411073596662,2.28559057839919
0.161434135918433,-7.01060417423038,6.30539801691352,2.95178759692325,-0.898387334244214,2.2827228626438
0.189278878894571,-7.00256632761841,6.29826488527535,2.96049823587517,-0.92087828705082,2.27416801905107
0.20452260654232,-7.00702433065151,6.2955160166862,2.95215187192412,-0.9109461935522,2.26759738045461
0.179288914269723,-7.02916590616449,6.29486726516227,2.93433731665519,-0.894333404023495,2.25957826999748
0.195817296532537,-7.04112298857867,6.31206533143332,2.94375145863354,-0.894766012293433,2.26390972050431
0.211785573610596,-7.04097754655472,6.32328430024458,2.94381496912896,-0.895983662343454,2.27449732873004
0.202170383409769,-7.04794913600601,6.32527719234627,2.94740468183055,-0.898363039750505,2.27194323123611
0.211774658776394,-7.05492331564072,6.33175106516769,2.95273728764958,-0.896341352129679,2.27885200919684
0.229241504986451,-7.05158806500296,6.34452083553762,2.96567992057857,-0.902958543284568,2.2899188454491
0.217214302259993,-7.05860779640796,6.34842375691435,2.96883921921464,-0.901679594600194,2.285484487841
0.233563891689402,-7.05976635417872,6.35148647035897,2.97949847915505,-0.910372723289648,2.28467031005495
0.215118232829601,-7.0718364769711,6.35688930076647,2.97521432515704,-0.91210350788692,2.27284018035037
0.210130300669626,-7.07800927491358,6.36186030171463,2.97577247600752,-0.911305726143036,2.27330637311031
0.192384719939626,-7.08085485191646,6.35802037951692,2.98504818779019,-0.887278203564592,2.27438666268565
0.169766142750676,-7.09252068910521,6.36595545035225,2.97060277045795,-0.896440497277602,2.26544352727386
0.163640756010104,-7.09826924802649,6.37756041635254,2.9710604880227,-0.894596518344716,2.27003164538947
0.150826562735743,-7.10102940104884,6.37841073964889,2.97565387069197,-0.898351679010458,2.27360131991684
0.102251404624979,-7.10413393803297,6.37706420392121,2.98577432469486,-0.931305047888235,2.30369258093187
0.0828292649098613,-7.09769933633199,6.37777243529881,2.98075002445851,-0.935593861063532,2.3210144030163
0.0684679042955355,-7.10199260547573,6.38731454899014,2.98642380557407,-0.939407789740596,2.33086959369248
0.0582414981079489,-7.10530297320505,6.38935380468359,2.98692664749886,-0.940071590494101,2.33272410995758
0.0593714627778521,-7.11197743476471,6.39554160382623,2.98968860892168,-0.941072058464429,2.33482547968698
0.0855927953691243,-7.10415718632228,6.40713492149655,3.00662225649065,-0.917010109618372,2.33463629857863
0.0612453943941135,-7.11685121368217,6.41226964577184,3.01911735371086,-0.907846816178847,2.34133906453559
0.0647819827389955,-7.12390292199519,6.41868111632272,3.02306794565985,-0.908606022660519,2.34217000439049
0.0496574521403471,-7.13797474265217,6.41787433378823,3.01578464036231,-0.912016816664391,2.33609154200633
0.0251661884692517,-7.13158283698855,6.40496707774958,3.01204306304185,-0.899601210118489,2.32149602739372
0.0410349259979555,-7.1354592649823,6.40575618179709,3.018695117278,-0.897955141788855,2.32364624800179
0.0245235159826138,-7.14025785749264,6.40300633111602,3.02465744402691,-0.901086068348934,2.31925103752129
0.0318454599708127,-7.14617936100372,6.40852223534179,3.03113169997412,-0.899702821006942,2.32278329634217
0.0331235140479546,-7.15272786961812,6.4156424877549,3.0341071266336,-0.900331357917531,2.32621035425883
0.0306781703133882,-7.15944308827634,6.42248120805144,3.0366801131428,-0.900610440357206,2.32780653343646
0.00991380825563537,-7.15911664837273,6.41498371791326,3.02986624386854,-0.910334773101286,2.30992121146763
0.0341022828852661,-7.15780261392853,6.41507859344253,3.03108992795543,-0.918660595289201,2.30044465564308
0.0390342912027129,-7.16341924546939,6.42079717874818,3.0329927402392,-0.919304223449689,2.30299116502479
0.0356834299745863,-7.1716797508506,6.42645625152649,3.03485024300102,-0.919892871572556,2.30518129657462
0.0415006256996046,-7.17717422746151,6.43446380592909,3.03850721349996,-0.921825409385037,2.3075634515555
-0.000708257229769981,-7.21484407604314,6.42515991422775,3.04352289790204,-0.927295945364743,2.33629268583647
-0.0261772008473269,-7.21719184052861,6.43121725982018,3.01250136123159,-0.939942153994296,2.33030497385149
-0.0176698408925028,-7.22999900354058,6.43485979176813,3.01293097024194,-0.933918997134434,2.328979131326
-0.00141091720829891,-7.23184413794187,6.44083730590331,3.01439287449524,-0.924498922085994,2.32991406726206
-0.0206846532761823,-7.23656830463487,6.43842922407016,3.02636357876928,-0.922808525197147,2.33492703438886
