intercept,r13_lag,r_on,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,predicts,actual,residual,date,year,month
9.11472011610184e-06,-0.204056011742134,0.152552209462478,-0.0407610000166927,0.116548187046287,0.225778578158226,-0.0161322583666463,0.155261005978794,0.0334176914469601,-0.220521368825669,-0.0109212518953956,-0.0131773871508788,0.15694156469253,0.023675226809947,0.175853284161186,-0.000496388291324514,-0.00337468982630273,-0.00287830153497822,2009-08-05,2009,08
5.65755118848683e-06,-0.204112281834399,0.15283293780157,-0.0394199294531765,0.117108322763749,0.225667557853062,-0.0163481053086221,0.156261492219616,0.0322634557755157,-0.220660364092736,-0.0126665514659372,-0.0124458811038927,0.156546409209746,0.0225049867386274,0.176047531765273,0.00134302835662719,-0.000800320128051202,-0.00214334848467839,2009-08-06,2009,08
1.22785199001671e-05,-0.204190470420704,0.15229563876213,-0.040232286149992,0.117624985009331,0.223591322358678,-0.0139561949001413,0.157584732875527,0.0318104715819888,-0.222988744657043,-0.0126261773610246,-0.011184918737964,0.151349417515715,0.0232667931824997,0.173431517058092,0.00275364370138043,-0.00305516940377404,-0.00580881310515447,2009-08-07,2009,08
-9.29400745262124e-06,-0.202503023815756,0.151185060477673,-0.0388376940248202,0.118559341804285,0.218526395541007,-0.017226025658159,0.157210619047535,0.0325699295854809,-0.228882936118837,-0.0148357249900176,-0.010107803545251,0.150020423636971,0.022795227878025,0.172481759725087,0.000350433568367563,0.00268149766610382,0.00233106409773626,2009-08-10,2009,08
-4.37316721774539e-06,-0.202669425923975,0.151074981681444,-0.038469884876546,0.118804831824116,0.218526620683981,-0.0173451295526125,0.157244839687819,0.0318998043588434,-0.22949960272939,-0.015708061757555,-0.00986053216170319,0.149490037431457,0.023349487634348,0.172557037626699,-0.000866872002789262,-0.00340000000000007,-0.00253312799721081,2009-08-11,2009,08
-3.42236954025406e-05,-0.201046978125432,0.14966461479633,-0.0404816809089358,0.117015545217351,0.216663886814315,-0.0115624225990539,0.155352256507163,0.0301088975347588,-0.231877434870305,-0.0208086294284466,-0.0115325736597093,0.144688242608765,0.0295597485375495,0.177698830237322,0.000257091473631671,-0.0062124050882556,-0.00646949656188727,2009-08-12,2009,08
-4.04951098067058e-05,-0.199004380445332,0.148617290155047,-0.0436138645042674,0.115180576038773,0.216530210516054,-0.0108306195447662,0.155137629695235,0.0319144989289526,-0.234852137815918,-0.0224385245702064,-0.00948347613145366,0.145118756487774,0.0250616494737588,0.178674754193904,0.00420403718625932,0.00256612712198989,-0.00163791006426943,2009-08-13,2009,08
-3.56884002173301e-05,-0.198487526702522,0.14763564669536,-0.0421555490811437,0.113130515854459,0.216987826210144,-0.00853810383171678,0.158563887585435,0.0357314202719299,-0.240669379599535,-0.0211984904031613,-0.0113266192149046,0.145196394316642,0.0232405722642512,0.179391520087911,-0.00160207373147797,0.00730000000000008,0.00890207373147805,2009-08-14,2009,08
-7.62805480500369e-06,-0.198279380135859,0.147583711989925,-0.0481690608934501,0.110314443126449,0.21586312409953,-0.00946402999524529,0.159257863514988,0.0324557905730886,-0.234412097628349,-0.0233660700195054,-0.00740482969472552,0.145731860618505,0.0244844567464375,0.179738256340735,-0.00438738217559533,-0.00142319812951108,0.00296418404608425,2009-08-17,2009,08
1.25174570380819e-05,-0.198006990979621,0.146716664781916,-0.0486259976859921,0.106171896614376,0.213521779383882,-0.0114928796563711,0.166738003284396,0.0298423010264706,-0.234003293344644,-0.0252291278820461,-0.00788015653933602,0.145691852333381,0.022178313384234,0.180429140223125,0.00145748467458432,-0.000705218617771619,-0.00216270329235594,2009-08-18,2009,08
1.18523861100559e-05,-0.198439858892275,0.146661373505082,-0.0482958353279926,0.107035867245881,0.212390887781853,-0.0114677680167205,0.164234235747629,0.0298176755844655,-0.233972066304858,-0.0248360603500827,-0.00762073108600945,0.144268294487755,0.0217826502774419,0.179645682876393,-0.000772557524122469,0.00209437724844919,0.00286693477257166,2009-08-19,2009,08
-1.38965291642053e-05,-0.194854805663756,0.149145817295772,-0.0469063989365257,0.115269942481695,0.202598087658733,-0.0116849631109246,0.173789674125316,0.042468359706245,-0.222810040260161,-0.0337743981938467,-0.0161113572781943,0.137449768134186,0.025529056847559,0.178087104631069,-0.000580291729773304,-0.000120753581531519,0.000459538148241785,2009-08-20,2009,08
-1.5188339778286e-05,-0.195638472983608,0.148780349049911,-0.0464481364160104,0.115911439806039,0.20280504234754,-0.0115437266508704,0.17355769644184,0.0418619164593832,-0.223066968986317,-0.0345761787693094,-0.0158313767926262,0.137620825359079,0.0254878774631516,0.177929682503377,0.00283810166865795,-0.00116459627329202,-0.00400269794194997,2009-08-21,2009,08
-2.13247572962686e-05,-0.195327494765549,0.148114723622731,-0.0469859584007688,0.113632240091535,0.203012058736324,-0.0120717072830883,0.173684445826028,0.041988851210014,-0.223490636364823,-0.0342247905077296,-0.0154754561390628,0.137242350854415,0.0252842881787134,0.177646940077897,0.00119420700627985,0.000680470496743357,-0.000513736509536497,2009-08-24,2009,08
-2.41436813276934e-05,-0.195367293649658,0.147870582570615,-0.0473238612747251,0.113566749654046,0.203059237683881,-0.0118185593360074,0.173690595421779,0.0423013495263889,-0.223101592660508,-0.033368513188054,-0.0160954539255837,0.137555101017035,0.0251426811600048,0.177572801667638,0.00154206030326723,-0.00183841315916788,-0.00338047346243511,2009-08-25,2009,08
-3.12339314795036e-05,-0.195835958597372,0.147505175338178,-0.0488338308661392,0.115121801112995,0.201555273285608,-0.0134018360073082,0.173608451548715,0.0416696166614268,-0.220276452638388,-0.0312029136210192,-0.01563595682284,0.137410257727728,0.0259373230714353,0.177311675793953,0.000613475880626305,0.00165032521114461,0.0010368493305183,2009-08-26,2009,08
-3.4064006303197e-05,-0.195986788265771,0.147522575465778,-0.0486561764512428,0.115138441593644,0.201753243461372,-0.0142231803086468,0.172885388133793,0.0409393437812348,-0.220582462804592,-0.0318204023690783,-0.0151990811742402,0.137210501710794,0.0251873790695712,0.177633356751877,-0.000117065762418331,0.0011613277847673,0.00127839354718563,2009-08-27,2009,08
-2.86820833676187e-05,-0.195787391573441,0.147320409557881,-0.0494789624843002,0.114910510685665,0.201592279059691,-0.0137815520751059,0.173476393053347,0.0417371709589807,-0.220397358355908,-0.0315365241394868,-0.0147537994614755,0.137669220923512,0.0253382650813201,0.177470271986345,0.000641896683420051,-9.67679504548791e-05,-0.00073866463387493,2009-08-28,2009,08
-2.55284043539242e-05,-0.196032969514195,0.147073999218993,-0.0496464509220597,0.115123952951259,0.200865538551861,-0.0137946213414591,0.173251457619099,0.0423752330967098,-0.220218745066243,-0.0318615532489016,-0.0143796389359512,0.137232236466252,0.0246920158859426,0.177083415715964,-0.000788243539954992,0.00323054331864903,0.00401878685860402,2009-08-31,2009,08
-1.77613272742956e-05,-0.196237041997956,0.146380367100717,-0.0506216381449011,0.11499867677277,0.201721659428312,-0.0149930036062447,0.174410092871054,0.0418669944287377,-0.220414362907293,-0.0314529830972716,-0.0136900723821886,0.137637864608766,0.02538649317238,0.177011695488688,-0.00399112943897244,-0.000704375709613569,0.00328675372935887,2009-09-01,2009,09
-1.88577329660323e-05,-0.195643736977246,0.147052592227388,-0.0489880076672117,0.113862728571076,0.19934536161458,-0.0243913091391122,0.17383448387728,0.0422034651203996,-0.221317080931448,-0.0305404187989034,-0.013872710271257,0.138375648251643,0.0259378582136618,0.176082986057211,-0.000215501441681997,-0.00339389099620691,-0.00317838955452491,2009-09-02,2009,09
-1.30630357179535e-05,-0.194952010409631,0.148415153719743,-0.0485260725523144,0.113308862017516,0.197318028980416,-0.026813399377626,0.179400365916988,0.0430556676212724,-0.21921773091419,-0.0299832435295861,-0.0137532477408148,0.138118702583561,0.0254456780539243,0.176448247859494,0.00161935491043778,0.00459081836327346,0.00297146345283569,2009-09-03,2009,09
6.48685421330479e-06,-0.196089485137784,0.148931691662086,-0.0468703911410747,0.11283711825721,0.199540907717615,-0.0260730477351246,0.179464399321927,0.0432612769410306,-0.218970013382915,-0.0283085170273117,-0.0136339379253264,0.138862438477594,0.0251154218742879,0.177527085012057,0.000815426870776129,0.00196328654167055,0.00114785967089442,2009-09-04,2009,09
7.37343712162975e-06,-0.195741923372324,0.149043846635829,-0.0468669449745092,0.113205489538177,0.199670760063667,-0.0265284949140138,0.18023046208538,0.044042948801404,-0.218730912734045,-0.0275993283454513,-0.0140113112531259,0.139037934674503,0.0251595892291425,0.177437636025918,0.00127104008962956,0,-0.00127104008962956,2009-09-08,2009,09
6.45295632737032e-06,-0.195778215966832,0.148892478242531,-0.0468614103137476,0.112989715674898,0.199678103715411,-0.0262450226188435,0.180977286340899,0.044066025314543,-0.218993053086159,-0.0277459977012415,-0.0138947986495806,0.138972590272364,0.0250453163158321,0.177409747843367,0.000137265041588409,0.00193124758594054,0.00179398254435213,2009-09-09,2009,09
1.26791222759604e-06,-0.19610298894737,0.149940135646162,-0.0467900808413077,0.113247858412949,0.202000385057254,-0.0234053546116397,0.176396238824146,0.0432883898211118,-0.218777850381284,-0.0302385132763527,-0.0118988585349134,0.138161682701521,0.0271405853281823,0.178237416402583,-0.000128936998673723,0.00248732421314468,0.0026162612118184,2009-09-10,2009,09
1.79457301503337e-05,-0.194696686400133,0.150321845688374,-0.048095524731759,0.11065386971147,0.202027349851147,-0.0291762086647838,0.179587872900819,0.0451802651578334,-0.21628096798471,-0.0261844283181592,-0.0114588721298221,0.141051810981672,0.0270658066660374,0.179614113280998,0.000180357351211949,-0.0014299332697808,-0.00161029062099275,2009-09-11,2009,09
