"date","r13_lag","r_on","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13"
2007-08-01,NA,NA,0.000221336874723255,-0.00708121265766759,-0.0269667929574327,0.00634448007329369,0.0171154152536588,0.0078542818143168,-0.010879218472469,-0.00628507295173952,0.011068443641292,0.000670241286863327,-0.0089305648582273,-0.00245550799729677,0.0291095503714911
2007-08-02,0.0291095503714911,0.00614439324116756,-0.00436205016357694,-0.0129244249726177,0.00088770528184634,-0.0024390243902439,0.0102244943320737,0.00132013201320125,-0.00461437046802904,-0.00598233995584974,-0.000644029403273572,-0.000666666666666704,-0.00578163219924388,0.013196152985909,-0.00176600441501096
2007-08-03,-0.00176600441501096,0.00154798761609909,-0.019430337822919,-0.00517901373564511,-0.00316885468537798,-0.0027247956403269,0.00364298724954448,-0.011070780399274,-0.00394567810607449,0.0043758636573008,-0.00206374684705335,-0.00666360294117663,-0.00416377515614152,-0.0058072009291521,-0.00584112149532712
2007-08-06,-0.00584112149532712,0.00963572267920099,0.00139664804469275,-0.0258019525801954,0.00858983536148905,0.00496806245564207,-0.00070621468926535,-0.00965842167255604,0.00618458610846817,0.00378250591016549,-0.00847856806406033,0.00237292161520175,-0.00118246725703142,0.0097271648873074,0.00798872180451116
2007-08-07,0.00798872180451116,-0.00442890442890442,0.0273940529150083,-0.0111668185961714,-0.00115233924867475,-0.00369173973234893,-0.00231588698471519,-2.32126276693556e-05,-0.0064764734557442,0.0018691588785047,-0.00419776119402981,-0.00523185011709615,0.0224452992941997,0.00391434492286447,-0.000458715596330372
2007-08-08,-0.000458715596330372,0.018357044515833,0.0259125732311851,0.00109817702613646,0.00526546731022393,-0.00567437800087289,-0.00241439859525894,-0.000440044004400564,0.00726392251815966,0.0059003496503498,0.00988485770149894,0.00613101000322702,-0.021381227282446,-0.0150753768844222,0.0115350488021295
2007-08-09,0.0115350488021295,0.00285087719298227,0.0194620599169035,0.00493350493350508,0.0023479188900748,-0.00894378194207845,0.00429737859905455,0.00727428326914836,-0.0169923534409515,-0.0084269662921348,0.00370451078666378,-0.00716456795484166,-0.00174939864421597,0.0109529025191675,0.00411700975081275
2007-08-10,0.00411700975081275,-0.0832973672852828,0.0341337099811676,-0.0259503755975415,0.000701098387473786,0.00840728631480614,0.0143584993052339,-0.00273059360730588,-0.0203844287140228,0.0226688478616499,-0.00959780621572204,-0.00346100599907717,0.00176429729103966,0.00540375628088441,0.0128735632183909
2007-08-13,0.0128735632183909,0.00567408079891063,-0.028663958474385,0.0141752188085937,-0.00137457044673528,-0.000458820830465778,0.00665595593298129,-0.000227998176014599,0.00364880273660195,-0.00340831629175187,0.00524395804833566,0.00861873440689487,-0.00314818979087028,-0.00338371306113239,-0.0144861928474423
2007-08-14,-0.0144861928474423,0.0039044556729444,0.0157858613589568,0.00405405405405412,-0.0029161058770748,-0.000899887514060893,0.00878180589957211,-0.000223214285714257,0.00200937709310112,0.00423351158645269,0.0104282227645884,-0.0017566974088713,0.00131984161900567,0.00549209138840068,-0.0122350884859078
2007-08-15,-0.0122350884859078,-0.00884760008847596,-0.00424012497210458,0.0206185567010311,-0.0164690382081687,-0.00200937709310101,-0.00827740492170037,-0.000451161741484185,-0.000902730760550696,-0.00768014456742727,0.0122922831777827,0.00337306049021802,-0.0134468848050201,-0.010676965015902,-0.00597014925373129
2007-08-16,-0.00597014925373129,-0.0143220143220143,0.00462385751113192,-0.0162664781780051,0.00189708323452686,0.00828402366863901,-0.0152582159624413,-0.00858164481525625,-0.0215195960567445,0.00995453986976291,0.0197055481616832,0.000954426151276611,0.00413825983313476,-0.00696996458042531,0.0184078412622521
2007-08-17,0.0184078412622521,0.0154929577464789,-0.00693481276005536,0.00176908752327742,9.29454410261155e-05,-0.000697026022304814,0.00534759358288772,0.00740055504162807,-0.00160697887970618,0.00758795125316158,0.000228206298493738,0.000912616929044097,0.0102575792113062,0.00970216606498187,0.00648044692737426
2007-08-21,0.00648044692737426,-0.00155417406749558,-0.0073382254836557,0.00515232974910385,0.00846891018497886,0.0150276243093923,0.00500762029174817,0.012564991334489,-0.00256739409499362,0.013942513942514,0.00544742965940337,-0.00268265740886864,0.0035864978902953,-0.00672692873659875,0.00232804232804229
2007-08-22,0.00232804232804229,0.019847972972973,-0.00414078674948226,-0.00436590436590434,0.00480267279181446,-0.0045719035743973,0.000835073068893522,-0.00458906967042139,0.00230511316010062,-0.00057495295839427,0.00601432979446681,-0.00488667082553562,0.0100929892383241,0.00190326451239198,-0.000412967169110101
2007-08-23,-0.000412967169110101,-0.00103284445362517,0.00475599669148075,0.00226384029635729,0.00513347022587274,-0.0075587334014301,-0.00164676821737342,0.00494845360824736,-0.00246204349610191,0.00205676676264921,0.000615763546798043,-0.00594871794871799,-0.00577796120511764,-0.00352843503528444,-0.000208289939595874
2007-08-24,-0.000208289939595874,-0.00416666666666676,0.00167364016736404,0.00689223057644117,-0.000207425845260234,-0.00124481327800829,-0.00124636476942253,-0.00250415973377693,-0.000200168475133267,0.00145985401459847,-0.00083298625572692,0.00208420175072943,0.00436772046589029,-0.00186373990474209,0.000829875518672196
2007-08-27,0.000829875518672196,-0.00124378109452739,0.014321295143213,0.00777573153263766,-0.0030456852791878,0.000407331975559977,0.00488599348534202,-0.00607779578606149,0.00591112922951487,0.00344478216818644,-0.00181744749596124,0.0036415132510621,-0.0012699052610361,0.000464205703675447,-0.00423643332660883
2007-08-28,-0.00423643332660883,-0.000202593192868639,-0.00567375886524824,-0.00957815365803949,-0.0139917695473251,-0.00939065108514192,-0.00153781335580372,-0.00120260775998471,0.000316856780735009,-0.00454017527188255,0.00275774289350883,-0.00296170932938444,-0.00869934224485469,-0.0038527397260274,-0.00429737859905444
2007-08-29,-0.00429737859905444,0.0215796288303842,0.00570342205323193,0.00441083805923137,0.0075261396905062,-0.0047716994016177,0.00625651720542231,-0.00518134715025909,-0.00108333333333333,-0.00246099941603406,-0.00292703324273469,0.00943594044873142,0.000209804736186259,0.00788991092438018,0.00886049866062222
2007-08-30,0.00886049866062222,-0.00674019607843135,0.0143944067448076,0.00364889519562128,-0.00464552615633196,0.00223214285714279,-0.000607410406964992,-0.00648298217179899,0.00611745513866246,-0.00628293473854891,0.00285539465633278,-0.00854179377669317,-0.00266666666666671,0.00545043192102024,-0.00419351539326984
2007-08-31,-0.00419351539326984,0.0213331963845522,0.0048573468628379,0.00820656525220165,0.00238237045860634,0.000198059021588426,0.00554455445544555,0.0100925561244585,-0.00589754837451861,-0.00196116885663855,0.000393004519551932,0.00176782557454347,0.000588235294117778,0.00391926317852231,-0.00195198126097973
2007-09-04,-0.00195198126097973,0.00449833757089757,0.0276479750778817,-0.00227358848048509,-0.00209077098366872,-0.00209134555917334,-0.00228832951945079,-0.0040137614678899,0,-0.00537324889656499,0.00791047655797805,0.00781584992343021,-0.000537529226964595,0.00323071075636649,-0.000949043379427916
