intercept,r13_lag,r_onfh,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,date,year
0.174914020241478,-4.32519439966405,4.91285743401677,1.81777925191935,3.06680998071812,-0.369908846850935,1.92627014520235,0.328187278050931,-3.17533648709531,-0.345942421123031,-0.539077184020674,2.13012747177035,-0.231844284962613,3.36077912833738,2009-08-04,2009
0.163659134480689,-4.3416208945972,4.9252586716922,1.8303068420069,3.06927014525043,-0.372431794629606,1.93247739266275,0.320018245328092,-3.17483805050431,-0.355283339410759,-0.53462841356771,2.13073039371635,-0.24086958383504,3.36178894480912,2009-08-05,2009
0.157377847028489,-4.34391889632184,4.93244968857445,1.83813268415097,3.06948043824761,-0.377089557461133,1.94027232719724,0.326198220532891,-3.1795403298265,-0.358402470316093,-0.532106886783268,2.13582447019528,-0.2397945363962,3.36269433869094,2009-08-06,2009
0.119670974008759,-4.33871711801157,4.91571685689177,1.83117730783196,3.02528335834639,-0.379436538224028,1.94373203457437,0.327221633219852,-3.20322418961289,-0.394785883643951,-0.520893049023564,2.1394829346986,-0.222121102755117,3.36548991297222,2009-08-07,2009
0.131058090050789,-4.34979424592622,4.91927927340374,1.83610952940533,3.02870153167345,-0.381330510162179,1.94390364697342,0.321202374127615,-3.20980647860454,-0.403207419154606,-0.518979467235542,2.14000533647873,-0.218243085222302,3.36957117958221,2009-08-10,2009
0.117028731429359,-4.36336971156435,4.93227601719468,1.85878135538769,3.02573168689427,-0.374240939522645,1.94631857691196,0.319820647805256,-3.20616112128397,-0.403464040956359,-0.527161417461223,2.13668178618004,-0.220277466624166,3.36935166348599,2009-08-11,2009
0.0725508457049408,-4.3373776019715,4.89713554602761,1.82076015942478,3.02219165253121,-0.378703052384594,1.94778216762337,0.338698400058992,-3.2212845686592,-0.41117064826477,-0.516763195943191,2.17174218733849,-0.293930686169122,3.38274165208323,2009-08-12,2009
0.0706184478316329,-4.34370266969395,4.90308875792233,1.82207125892842,3.02656714088681,-0.378921905927946,1.9494855678364,0.339359356009971,-3.22503050126172,-0.411532346670062,-0.517408710285377,2.17394342889638,-0.2938808016439,3.38605929077653,2009-08-13,2009
0.132693031789662,-4.3051704129744,4.85039539615597,1.74134156566946,3.0229303673104,-0.428714124520546,1.95555917007905,0.334723190880409,-3.17652187437995,-0.401956039835781,-0.50882524752433,2.16345000149762,-0.273120079586331,3.3864016660786,2009-08-14,2009
0.150565047431261,-4.29608811856559,4.83498864929763,1.74164031634059,3.01921590426314,-0.416637956978328,1.96971370903604,0.33678497228624,-3.18357382387713,-0.400112368557086,-0.503380702446542,2.16177269089964,-0.279505702783222,3.38663064203637,2009-08-17,2009
0.134427843478294,-4.295743268019,4.83583634151649,1.73646465804006,3.02095889561478,-0.427502365923694,1.96293205633199,0.333715697475878,-3.18907652757565,-0.399861958903798,-0.504191777184695,2.15689987748489,-0.272489402204937,3.39074313233453,2009-08-18,2009
0.146334786931134,-4.29985259802914,4.83615390855831,1.74452902881644,3.02435103944186,-0.423622974622805,1.99682157930402,0.34278059641982,-3.18891122890243,-0.394085557788345,-0.500918469713622,2.15676608765378,-0.275296715064883,3.38826846529178,2009-08-19,2009
0.14001588464611,-4.30754855588231,4.83890238499272,1.74899843552741,3.02482678818486,-0.422780658026602,2.00024035960296,0.342998750890437,-3.19441573836143,-0.395035363370315,-0.501313999383838,2.15940385604047,-0.274839759285439,3.38920262580289,2009-08-20,2009
0.112724116176074,-4.30637382470988,4.82099246494149,1.71957247150798,3.02574758887482,-0.430770823282644,1.99694185289562,0.343445558360685,-3.19526633038237,-0.391998024785027,-0.494436719810529,2.15502947256381,-0.274093350965808,3.38506527011781,2009-08-21,2009
0.106263879525112,-4.30956770891813,4.8241377960428,1.71857441891661,3.02907650401055,-0.431701833867858,2.0024463520313,0.344863436571565,-3.19548301455358,-0.380773469234984,-0.500632562568913,2.15707817181916,-0.274596791490495,3.38936527645803,2009-08-24,2009
0.074440878262461,-4.32592873192427,4.80729831171828,1.75412343114737,3.00481729036452,-0.449921310734378,2.00950123273107,0.333205251512674,-3.16792057208601,-0.352268525858548,-0.499928813949568,2.15410548275752,-0.262302893864024,3.38273444876759,2009-08-25,2009
0.0799791522929937,-4.33214290283545,4.8115357369725,1.76356783632482,3.00701288991529,-0.454122319626478,2.01194902076133,0.335625980082753,-3.1720093536896,-0.354175622445952,-0.495196965681201,2.1551953370726,-0.264200944931371,3.38638643978043,2009-08-26,2009
0.0991142079285843,-4.33382756267243,4.80161054747755,1.76950222830417,3.00383574916343,-0.433875217480603,2.0248221885042,0.350833049802364,-3.17503625988638,-0.362360234796814,-0.474750715737929,2.16275569091538,-0.253558690898688,3.38258554258457,2009-08-27,2009
0.101251395142759,-4.33814630824365,4.80649329912067,1.77078889166977,3.00930172941286,-0.434814905130088,2.02652899993007,0.349587382665416,-3.17789562487256,-0.361413305056567,-0.475662202093221,2.16533650496635,-0.253978144032602,3.38687339637756,2009-08-28,2009
0.124284621101412,-4.34351372331027,4.78668538652889,1.77059777870073,3.0207056234873,-0.449640292142972,2.0390117576108,0.345490930645055,-3.18193687070244,-0.355553894662358,-0.46954973705019,2.17005895968816,-0.244454789725368,3.38466320903567,2009-08-31,2009
0.132247669074511,-4.34232348231603,4.80605761969041,1.7670930534463,3.01449394788772,-0.492898450030982,2.03540899309312,0.34014527094708,-3.18141969441479,-0.355616269290664,-0.467263742432867,2.17004799757497,-0.24446470018095,3.38536479361678,2009-09-01,2009
